"","SLY_SPI","SLY_SHA","SLY_SPE","SPI_SHA","SPI_SPE","SHA_SPE"
"Solyc07g017710.1.1",1,2.15716060831785e-05,1.182325720801e-05,2.15716060831785e-05,1.182325720801e-05,0.0026056540837302
"Solyc10g081190.1.1",1,1,0.000853782869253165,0.547615054456679,0.000437644178642313,0.0154731580287455
"Solyc08g013750.2.1",1.2831961363477e-07,0.00519131048608859,1.2831961363477e-07,0.00465967331280854,1,0.00465967331280854
"Solyc02g086820.2.1",1,1,0.210578427832269,0.139691308005786,0.938678282485307,0.0190143082222984
"Solyc03g118510.2.1",1,1,0.00388247967315863,1,0.0121698201505128,0.0149158308895505
"Solyc10g018350.1.1",0.906799296498795,1,0.000571722953873337,1,0.00218007088166994,0.00241808951602622
"Solyc10g008670.2.1",0.00789123626209979,1,0.00411230211286166,0.00554397774512861,0.000142367369277249,0.00195022978163373
"Solyc02g086880.2.1",0.535071846501097,0.264482962887582,0.0368090672901890,0.00107912036329735,0.000600701435320543,1
"Solyc01g010810.2.1",1,1,0.0325817136813725,1,0.00293377135088591,0.278691373903291
"Solyc02g071870.2.1",1,0.177457355482554,0.00307557898164574,1,0.0149357843819076,0.0443300773957126
"Solyc03g122250.2.1",0.0180975183962526,0.0421996609432752,0.0194257642983692,1,1,1
"Solyc07g064420.2.1",0.00326319697555583,0.00260400696103488,0.125976748260029,1,0.481491935501486,0.171248809434875
"Solyc07g053220.1.1",1,0.248584556363332,3.0394446494805e-05,0.425197523566717,4.45186625735918e-06,9.7023805241107e-06
"Solyc06g068540.2.1",1,3.78794318625133e-05,6.9249373389019e-06,0.000259961882729612,1.66074484803596e-05,0.000710134856131338
"Solyc01g100400.2.1",1,1,0.0114456256076326,0.226509545814408,0.00395077719336759,0.389516800500207
"Solyc02g069080.2.1",1,0.00121448129978621,0.0546961545665221,0.00115188417414736,0.155221089350733,0.340485942296967
"Solyc05g018510.2.1",0.82485420810973,0.200427921293379,0.000227002110811610,0.0363546868643161,0.218694940368371,0.000392639285430598
"Solyc03g007050.2.1",0.496790383698908,0.00231493884599645,0.242649951747834,4.78321573779493e-05,1,1.45749283897725e-05
"Solyc07g016170.2.1",0.0204221167317715,0.0150623216238678,0.000172686949741665,1,0.0166943979214064,0.160297757311597
"Solyc03g045020.2.1",1,0.417195422238932,0.00396151812176547,0.0359177191459835,0.0234611592696716,0.00114416582591916
"Solyc08g048250.2.1",0.370791825711077,0.0249366387011772,1,1,0.0291616696320146,0.00254838193056288
"Solyc03g098140.2.1",1,1,0.00125886756134513,1,0.0039670587703896,0.00319138609344366
"Solyc10g055720.1.1",1,0.000770826679534193,6.14415269958549e-06,0.000433672935593748,2.64577891865071e-06,0.000805615832207933
"Solyc01g104920.2.1",1,0.727882441271485,0.000288682277594909,1,0.00015716416185751,0.00247774698541099
"Solyc03g025270.2.1",0.439245571657345,0.164239931409126,6.09123867577746e-05,1,0.00021859525955108,8.97283862495186e-05
"Solyc07g049470.2.1",0.0863021011731264,1,0.628762508682895,0.00117831601003086,1,0.0243307884575747
"Solyc10g082000.1.1",0.211538566682676,1,0.00987006644476443,1,0.0770110684932861,0.0339774518643421
"Solyc04g071260.2.1",0.000271232387494137,0.202008686150467,0.000271232387494137,0.163581971959503,1,0.163581971959503
"Solyc03g119300.2.1",1,1,0.000202027551212321,1,0.000251843466393356,0.000156486872893424
"Solyc03g095750.1.1",1,1,0.0145191884848804,1,0.0145191884848804,0.0760896380227231
"Solyc01g109040.2.1",1,0.00094882103011326,1,0.00428001957885586,0.954819872474257,0.00914502454458853
"Solyc10g055620.1.1",1,0.827445913479175,0.0863669022611842,0.67113971075218,0.0481612255104647,0.00104131715403994
"Solyc08g066610.2.1",1,0.0198294033467479,0.730413351613133,0.0150515226046264,0.516442555221243,0.0801977432579524
"Solyc02g032650.2.1",1,5.0850597144682e-06,1,7.78930206042436e-06,1,3.53283465833649e-06
"Solyc09g089790.2.1",1,1,0.0225915880897787,1,0.00228328465670989,0.0108222764175907
"Solyc02g081170.2.1",0.259055821340184,0.00152256494315601,0.0109646425302145,0.830812839876831,1,1
"Solyc01g081050.2.1",0.82141634794484,0.00292425371930709,1,0.000678141438589586,1,0.00062026883268896
"Solyc01g007070.2.1",0.0398694053422595,0.0092301578436926,1,1,0.533730251856406,0.109259416965894
"Solyc10g083360.1.1",1,1.08913363141457e-05,0.0276531867263032,3.46740471531729e-05,0.478524228254799,0.000567561247160053
"Solyc06g083530.2.1",0.116525889698009,0.293106888590493,1,0.00761624485401762,0.675293350120042,0.0351934997994332
"Solyc03g119080.2.1",0.0365902955074349,0.000322487720924598,0.0118239861691726,1.78672330524722e-05,0.00105474726673322,1
"Solyc11g069800.1.1",0.0854934832474336,0.00602360707431856,0.0544806010512537,0.558041709179428,1,1
"Solyc03g082780.1.1",0.00217844503569530,0.000270378189384225,0.00178689926143041,0.263836102207774,0.970826033880862,1
"Solyc05g053730.2.1",0.66730425450938,1,0.02908526524023,1,0.0071891415902174,0.0972000519270314
"Solyc01g088640.2.1",1,1,0.000655222174829173,1,0.000333083815964316,0.000301783621323743
"Solyc06g071830.2.1",1,1,0.00314872985738294,1,0.000649002488085492,0.0137018870955748
"Solyc03g123610.2.1",0.00822094666711949,0.000970370312397137,0.000777083706009755,1,0.433276658289598,0.200775493494998
"Solyc02g078660.2.1",1,0.0134657969277509,0.00369668967523172,0.128826232594332,0.220567482585755,1
"Solyc02g085790.2.1",0.252846211426698,0.131153321477487,0.000101692973358541,1,4.07943387483798e-05,9.96842051952489e-05
"Solyc11g017470.1.1",1,0.277639765880988,6.0083687458932e-05,0.0626500563415987,9.99377310280025e-06,2.27865723436195e-05
"Solyc07g065650.2.1",1,0.0110623134432974,0.904940666558695,0.0233179888602737,1,0.321913483383642
"Solyc06g063190.2.1",4.27642324091118e-05,0.00513982687029401,0.111912562844519,1,0.00100634034180393,0.232564218388945
"Solyc04g010030.1.1",1,0.174397593730181,1,0.00465967331280854,1,0.000170589123866229
"Solyc03g083280.2.1",0.0305850924554938,0.0511045989638122,0.000976334690353262,1,1.75712060548205e-06,7.33636704435323e-05
"Solyc02g066950.2.1",0.0356668055789712,5.54738436186119e-05,0.000222046064453832,4.53386137590812e-07,3.88981132384279e-06,1
"Solyc08g081750.2.1",0.200958866708347,0.000590861842749115,0.00150660138714161,0.0269007873395920,0.044985442943122,1
"Solyc02g085180.2.1",1,0.00703516193848585,0.830391338937073,0.0136955578591679,1,0.110891598361701
"Solyc01g060410.2.1",0.0153247839711194,0.0770680351167668,0.0889918827842631,1,0.000565677865522798,0.00206159479442270
"Solyc01g059870.2.1",0.42409305846328,0.114307660377726,0.178711571705531,0.0191639745814661,0.0286522595950481,1
"Solyc10g081710.1.1",1,0.000389337255172837,0.0154789102100458,0.000249085872895110,0.0115881516539668,0.64151918864668
"Solyc02g084740.2.1",1,0.776124857326875,0.000413824039082611,1,0.000842573981757587,0.00376335492936826
"Solyc09g011860.2.1",0.163652311478581,0.0105247572958238,1,0.210372587446219,0.0254638177696695,0.00348644021526648
"Solyc10g009160.2.1",0.290323186611863,0.173909305457649,1,1,0.00496452984596267,0.00399028302614103
"Solyc09g056380.1.1",0.0116095809053533,5.73237120624187e-07,0.00136004444669421,2.21572265609379e-06,0.0398243151850654,0.000930164090499447
"Solyc07g047790.2.1",1,0.213887630257652,0.00901125120879463,1,0.00195923811413364,8.07801399776435e-05
"Solyc03g097160.2.1",1,1,0.0127344113549284,1,0.000908769046420148,7.83879195433856e-05
"Solyc01g087670.2.1",0.177190147213304,0.954567521914002,0.0114684184289531,1,0.0031151643967329,0.00804764201019653
"Solyc07g017250.2.1",1,0.0311232404523642,0.128073485487856,0.0262316539826625,0.145516916784275,1
"Solyc03g113850.1.1",0.0184531404530852,0.077992342444005,1,1,0.0197449395679813,0.062962078690538
"Solyc04g080240.2.1",1,0.0145806502656481,1,0.00845822373060948,1,0.00700401246568928
"Solyc11g007690.1.1",1,1,0.000200413274482006,1,0.000716578291848748,0.000175650073413354
"Solyc06g068980.2.1",1,1,0.00126377031048165,1,0.00324261003241447,0.0195487446598365
"Solyc07g052950.2.1",1,1,0.00235173695533419,1,0.00155403691091223,0.00353902035012925
"Solyc10g085000.1.1",1,4.06928652130346e-05,5.88395366520893e-05,3.68183448279889e-05,5.04279471053776e-05,1
"Solyc06g062790.2.1",0.0870292886453844,0.00213300514046751,9.44041733333885e-05,0.610733629641725,0.0299794599751432,1
"Solyc09g098510.2.1",0.156592913069613,0.146249171995162,0.000263005428819923,1,0.00313122491141331,0.00933000992850997
"Solyc07g064270.2.1",0.0875760017787662,0.430021275609408,0.00397328010348754,1,0.482448896678469,0.497559614946674
"Solyc03g098440.2.1",1,0.000594299319088731,1,0.000195023939139009,1,0.00189879776033928
"Solyc01g111310.2.1",1,0.00747363636909466,0.0182350120505697,0.0190625170799450,0.0459409205088249,1
"Solyc03g111690.2.1",0.46507845292134,0.000666290729324792,0.000406759171910941,0.0179413955619270,0.0078393993371585,1
"Solyc11g007630.1.1",0.0409622445785994,1,1,0.00596231918024328,0.031230946400539,1
"Solyc03g095290.2.1",1,1,9.59595411562848e-07,1,6.05284673571179e-06,0.000371712279619548
"Solyc01g057780.2.1",0.267341908215256,0.00896274022604408,1,0.389356542468327,0.80360760754504,0.0283169588877471
"Solyc10g083210.1.1",0.0858542645689623,1,0.304122892942074,0.145809879000283,0.0308622528304486,0.308862249027528
"Solyc07g008020.2.1",1,0.400368483870735,0.0223172183237322,1,0.0313616796742495,0.104069044155830
"Solyc05g025810.2.1",0.0273258579775032,0.0460221797098239,2.47652902913942e-08,0.000780617606467647,2.50689746640430e-06,6.24337453040758e-08
"Solyc10g083670.1.1",1,0.15227026343878,0.000249515482514731,0.116033282541474,0.00084701089518624,0.107408681967179
"Solyc10g085220.1.1",1,0.0129645099205197,0.0161357554745065,0.00189296355967676,0.00317265229188795,1
"Solyc06g010030.2.1",1,0.0065572186821863,0.000146160068940453,0.0409886085413429,0.000222633160826137,0.00427981763189087
"Solyc04g074110.2.1",1,0.0417588636475816,0.0656390888562584,1,0.070834327625555,0.00291449132376599
"Solyc12g100270.1.1",1,0.218652436837077,0.048548088322816,1,0.117635135622136,0.248571152709576
"Solyc01g050000.2.1",0.150238989836662,1,0.169432663930779,1,0.000571722953873337,0.151974883354349
"Solyc12g010010.1.1",0.0115614611970218,1,0.0619945151687404,0.0229517302287369,0.000378184159113138,0.0192698418439494
"Solyc12g010960.1.1",1,1,0.0487665924474416,1,0.0370530780408592,0.00499920056483767
"Solyc00g323130.2.1",0.93606379211575,0.245152967489287,0.00274863204822761,1,0.0177113145815060,0.0759632048303335
"Solyc01g010220.2.1",1,0.630173194943798,0.093127173420154,1,0.00392423858734316,0.00841330250770621
"Solyc04g076050.2.1",1,1,0.0359626715227409,1,0.0461281216741032,0.0163934159853209
"Solyc02g076730.2.1",1,0.856523188464619,0.0180349253660571,0.171555997872171,0.00643640064784992,0.303272145853242
"Solyc11g012550.1.1",1,0.0749997947515642,6.86455472856037e-05,0.0938692637720348,0.000127533822099653,0.0195379969450770
"Solyc05g055160.2.1",0.631502889241172,1,0.00456762321570036,0.0314820978436226,0.00103102938552384,0.014953670852067
"Solyc09g098240.2.1",0.00138966311198009,0.335842780498053,1.8570530722132e-06,1,1.20969928911472e-08,7.75493623013526e-06
"Solyc10g047120.1.1",1,1,0.00103300742256512,1,0.000463323701760489,0.00219194029893261
"Solyc06g050320.2.1",4.77512460086259e-05,3.66546316456439e-05,7.76507244791047e-05,0.645711107267174,1,1
"Solyc06g074620.2.1",0.359467959156140,0.093271624084417,0.0253060987043728,0.0331778766489931,0.009432182800738,0.187296507325546
"Solyc02g087850.1.1",0.795237801178772,1,0.0219140158563813,0.253889238400257,0.000949419643064694,1
"Solyc09g007200.2.1",0.629355842815634,0.00179980899052862,1,0.029972987052757,1,0.067210160510387
"Solyc10g008200.2.1",1,0.0465661860849947,0.000129931776954891,0.0427473277424783,0.000119461337209329,1.73673479310332e-05
"Solyc08g081150.2.1",0.00300348830381126,0.0173453505267971,1,1,0.00260896166058830,0.0199826648792436
"Solyc12g009560.1.1",0.282121136418562,1,0.00879253103148517,1,0.000204723202304997,0.000540736843273341
"Solyc07g065040.2.1",1,0.863184657817075,0.0170885708392349,0.684386707505976,0.0158387715959846,0.304102972886144
"Solyc06g043070.2.1",0.000480745872333944,0.000178657879405883,0.697742134149314,0.499738280458247,0.100342033349811,0.00975351243331137
"Solyc11g072640.1.1",1,0.305993345795370,0.36456743969879,0.321304597288869,0.0262152918764802,0.00170940880036908
"Solyc04g007430.1.1",0.277123503810972,0.000274168145443009,1,0.0150248538857642,1,0.00084275699733199
"Solyc01g090430.2.1",1,0.000342817441015657,1,0.000122630375689073,1,0.000168827965618904
"Solyc05g009870.2.1",1,1,0.00660791531777871,1,0.214210980719476,0.0402796831555378
"Solyc10g006040.1.1",1,0.0172432738681136,0.00874083055291233,0.00159969004470781,0.00133619771000082,1
"Solyc12g016030.1.1",1,6.58316304967504e-05,4.22872542313388e-05,6.58316304967504e-05,4.22872542313388e-05,1
"Solyc03g097630.2.1",1,0.00642948110412669,0.000567336947249976,0.0052755242897577,0.00036198976149986,0.380123677582786
"Solyc02g068050.2.1",1,0.0154918415958083,1,0.0344901945585147,0.21110115960281,0.00127122906211978
"Solyc07g042250.2.1",1.75887261630149e-05,0.000780707250257518,0.919545103870688,1,2.73556162162865e-05,0.000540514328914687
"Solyc10g083720.1.1",1,1,0.000527422181918063,1,0.0035815528273637,0.00233581395765695
"Solyc02g090350.2.1",0.0402360015213916,1,0.0112155615959895,0.00788574959927434,1,0.00383073141623292
"Solyc09g065570.2.1",0.0188356746658202,1,0.0254853751444112,0.00419759514881128,3.83127123740066e-06,0.000840544850289598
"Solyc10g078440.1.1",1,1,0.0163779867944376,1,0.0350585796420349,0.0351451079968727
"Solyc04g009350.2.1",1,0.0913016318499027,1,1,0.080619811517616,0.000474674254125178
"Solyc02g072520.2.1",1,1,0.000204723202304997,0.849320446968951,0.000318893006984145,0.00684022159003194
"Solyc03g063030.2.1",1,0.86398632448478,0.000100916669987674,1,4.2687610205696e-05,0.000145006764579305
"Solyc02g063140.2.1",1,0.00245925423855666,0.000617541166538559,0.00142251255008874,0.0004913607814055,0.146120762625002
"Solyc04g074020.2.1",1,0.448211007864489,0.0150759944347843,0.161253041870119,0.0137207065702093,0.00143417548552805
"Solyc05g013460.2.1",1,0.000879126145836542,1,0.00390048231755408,0.619863770259991,0.00125799325368453
"Solyc08g005920.2.1",1,0.000117058482505598,3.22445706771316e-05,0.00040643093045782,0.000267379093446082,1
"Solyc08g016180.2.1",0.0768694659010198,0.000623107660950997,1,0.0959827067208249,0.0029536205360605,3.02713067005005e-05
"Solyc11g045670.1.1",1,0.218597579649655,0.000211998506624412,0.174789416605375,0.000244048844304435,0.0325625785033998
"Solyc03g043660.2.1",1,0.0552662809865527,0.284813688212137,0.0948333216654766,0.327071954222081,0.00190721792323236
"Solyc06g074420.1.1",0.0621278049634654,0.0324726392916572,0.00691541188224387,1,0.86416864467912,1
"Solyc01g103540.2.1",0.000437851721506740,0.113408304178076,6.0083687458932e-05,0.0701355605266225,2.43360510974486e-06,1.91038259508342e-05
"Solyc03g118680.2.1",0.0060370277271186,0.0255008841454614,1,1,0.000335041665848465,0.000555586007513178
"Solyc02g093170.2.1",0.167856281481341,1,0.00304126962929977,0.138268067277251,0.000349859114168796,0.0117928319526825
"Solyc09g083010.2.1",0.000966106383608947,0.0726945042121146,0.000429997773103698,0.269814133935308,0.0374851261354997,0.00431972167843226
"Solyc12g056300.1.1",1,0.0159759114330425,0.0047136191825524,0.0323599064255989,0.0246869730172952,1
"Solyc07g015860.2.1",0.258292105957915,0.221042746418574,5.1483237689452e-06,0.0109551034532638,1.75712060548205e-06,0.00097565891522073
"Solyc12g098960.1.1",1,0.00349637461260579,0.00863934314646344,0.0594349503780791,0.170132797030608,1
"Solyc12g015690.1.1",1,1,0.000119703361123373,1,0.000460798364540171,0.000434138988833847
"Solyc04g049670.2.1",1,0.00223512189622319,0.00780382095840844,0.0268227533082008,0.0439857098087513,1
"Solyc12g013820.1.1",1,0.540455545685651,0.00189296355967676,0.0337769316867676,0.000475577231532193,0.00128276952566482
"Solyc10g081050.1.1",0.647950584566214,1,0.0351190975118736,0.567356987572042,0.0245607867294326,0.145365801542800
"Solyc01g096410.2.1",0.00371523935197878,4.72379135619174e-05,5.89038286106483e-05,0.0066783835109304,0.00866384412364922,1
"Solyc07g062450.2.1",1,0.251319248047153,0.00838428889520674,1,0.0445661627930026,0.189990721491200
"Solyc05g008140.2.1",1,1,0.0180000482143474,1,0.0750081471641081,0.0199984925991268
"Solyc02g083810.2.1",1,0.00146563288998211,0.308345374897115,0.00684213962317594,0.0537452779112977,0.000618200097466942
"Solyc02g091080.1.1",1,0.0100208670623959,0.0217622734190625,0.140244659761485,0.317778639172445,1
"Solyc07g045090.2.1",0.0100579357239040,0.000231862388843617,0.0308652846599091,0.0331761813144861,1,0.158062591841335
"Solyc02g014860.2.1",1,0.117298221446104,0.00452933686549173,0.0147244082501139,0.00290017608632146,0.0200900216669162
"Solyc06g059810.1.1",1,0.0970878275519435,1,0.00486229902873576,1,0.00629840982625954
"Solyc07g025520.2.1",1,0.000232373175738695,1,6.85798806961552e-05,1,0.00228777751784351
"Solyc06g076470.2.1",1,1,0.00127408441425319,1,0.000467518372005636,0.0049413183385208
"Solyc07g052620.1.1",1,1,0.0353454898659548,0.805932224618248,0.0214980814372849,0.140084147584980
"Solyc12g044620.1.1",0.00766626688123463,0.00109122156201717,1,1,0.0229125896965039,0.00360588187754155
"Solyc02g065240.2.1",0.0777959284936809,1,0.00094148354130611,0.159509732077120,0.139617590809927,0.00129018000624794
"Solyc11g068850.1.1",0.000110607338745663,0.000110607338745663,0.000110607338745663,1,1,1
"Solyc11g066800.1.1",1,1,0.0582242342036206,1,0.0116108793966895,0.0101855748118329
"Solyc04g009730.2.1",0.0004346623935211,7.405912230496e-05,0.0818691146112824,0.628065068473401,0.0224493383543434,0.00134488308564958
"Solyc10g050540.1.1",0.00211206545754775,0.0124333781491139,1,1,0.00319860542542262,0.0104168723824397
"Solyc08g069140.2.1",1,0.000994639876687863,0.000284402516141522,0.00323159857847772,0.00182704087775359,1
"Solyc06g048950.2.1",0.00255618181425280,0.797922289643384,0.325949899200979,1,0.00078173691387661,0.08514973698712
"Solyc08g081930.2.1",0.0205358583405264,1,0.00379125836786221,0.164802145798580,3.29187976868612e-05,0.00228328465670989
"Solyc04g081810.2.1",1,0.109401689215807,0.0108609440724283,0.230527393856333,0.0219792512161873,1
"Solyc01g110450.2.1",0.0159759114330425,0.00048740259601349,0.00298081633591785,0.0473872805533176,1,0.524287644848672
"Solyc08g007590.2.1",0.0346712247251520,0.317433814794189,1,0.00318999872606456,0.00100903698944152,1
"Solyc02g036360.1.1",0.0677789788900005,1,0.00545757766249875,0.187648575610206,0.000114630412759312,0.00151240237722519
"Solyc06g065590.2.1",0.792641283554232,0.0361597914400785,1,1,0.0823693799602096,0.00640703691817642
"Solyc01g100790.1.1",1,0.150683183296953,1,0.0271216064440753,1,0.0110314438657156
"Solyc07g040990.2.1",1,1,0.000166030235428521,1,0.000123202038932231,8.15466896089221e-05
"Solyc02g063390.2.1",1,0.382788806574135,0.00188126832642191,0.104879144386220,0.000787225546284129,0.47748818640523
"Solyc01g009450.2.1",5.81828668525344e-05,3.71883159367026e-05,0.049418673556196,1,0.0216269455121210,0.0546742164666583
"Solyc12g008950.1.1",1,1,0.0452881982125841,1,0.000911420668459906,0.0048073331296435
"Solyc04g078060.1.1",1,0.975690262982297,0.0277828390488295,1,0.124211532024618,0.364640256159965
"Solyc04g077390.2.1",3.25083504016425e-05,0.000266668403824537,8.12040697385916e-07,0.0149861358417098,0.0609836963459297,3.02298335766040e-05
"Solyc03g113920.2.1",0.552433091098198,0.00388402259538531,0.57518508567601,0.000804158825508859,0.100954142775730,1
"Solyc05g016410.2.1",1,1,0.00147063062038138,1,0.00235380190273283,0.00168950568633984
"Solyc09g098390.2.1",1,0.158461400831072,1,0.0248428077295475,1,0.0182640869657712
"Solyc10g005750.2.1",0.420352162254457,1,0.112285351880273,1,0.00892240228923572,0.0138274615668142
"Solyc07g026860.2.1",1,0.00189968395351965,3.38559199398608e-05,0.00189968395351965,3.38559199398608e-05,0.000756855443604541
"Solyc03g118760.2.1",1,0.288519748462235,1,0.0430940014778999,1,0.0430940014778999
"Solyc10g076350.1.1",1,0.0156976965339285,0.00606661282013363,0.0806373051050812,0.0292231054538722,1
"Solyc05g055880.2.1",0.00104076287062111,0.000161842828782926,0.191410987131614,1,0.000195548762390692,5.06769070069089e-05
"Solyc06g075050.1.1",0.00949257849511425,0.00716295826797048,0.0058444858218129,1,0.339987242049251,1
"Solyc11g072550.1.1",1,1,0.0135467042206114,1,0.0188496565725317,0.00632349605776558
"Solyc09g075360.2.1",1,0.19644449175135,0.0199285948205427,0.200855626231881,0.0206647477281040,0.63291934481855
"Solyc09g074270.2.1",0.0349692762751175,1,0.00855566560869921,0.0175151024452932,0.000261615802186271,0.0100929764788467
"Solyc04g071890.2.1",1,0.0338877568346709,0.000451288952436782,0.00888927771997249,0.0301040798548796,2.45831976036097e-05
"Solyc08g082190.2.1",0.654318166573796,0.190083444509825,0.631215141971027,1,0.0590879655357655,0.0321309721061803
"Solyc07g006200.2.1",0.0124629224403506,0.0623559971470533,1,1,0.00985481887797305,0.0407215061922948
"Solyc10g076600.1.1",0.000881384234828456,0.0590700147955688,0.096125699206604,0.000145662827525131,0.803912240041736,0.00245773159649723
"Solyc02g092680.1.1",1,1,0.000388593703228361,1,0.000538524720442451,8.22254134417036e-05
"Solyc01g008370.2.1",0.0256590467020264,0.0276625752995689,0.053859867557807,1,0.00193120511832866,0.00204660196592567
"Solyc08g082660.2.1",0.0241802715640975,0.00447783454062622,1,0.129723564736118,0.0396872520034749,0.00439307545310114
"Solyc01g111840.2.1",0.211165840549559,0.000425654417633009,2.38399540049293e-05,0.00864947620024063,0.000394237915917462,1
"Solyc02g022920.1.1",1,1,0.114785477352883,1,0.0651614043217033,0.067406446541854
"Solyc08g077530.2.1",0.133448330280707,0.000351772318945787,7.08270099710281e-06,0.00161365809880222,3.27186382807416e-06,0.0757282161577234
"Solyc08g076480.2.1",1,0.0297090867127,0.00611069794328113,0.344294649922462,0.125686607704628,1
"Solyc06g076160.2.1",1,1,0.0008777369907822,0.204794952985980,0.000541054333476233,0.00168215655178783
"Solyc01g010290.2.1",1,0.00075520220174937,0.271499046015933,0.0356899318308184,0.0411589812984288,6.1715555209267e-05
"Solyc06g071910.2.1",0.00266176449116483,0.00466383432160864,0.00236852172145641,1,5.15612371873918e-05,9.64906824742186e-05
"Solyc08g016190.2.1",1,0.000851722018098885,0.000851722018098885,0.000698066378691932,0.000698066378691932,1
"Solyc07g008300.1.1",1,0.00740486581848402,0.00111255742807291,0.0194849698071404,0.00561693694986666,1
"Solyc07g005880.2.1",0.280990953598373,0.0347972570512413,1,1,0.166908156184141,0.0284034764710187
"Solyc03g082720.2.1",0.077616009974326,0.00375435242123397,0.000362520599276764,1,0.171369070006834,1
"Solyc06g068010.2.1",0.0024240427088498,0.312384977967968,0.00184845910590546,0.0972791606400817,3.07389517805991e-05,0.000230402197203658
"Solyc02g083250.2.1",0.000136003206594453,0.353722382550123,1,0.493688701333241,0.0288414985081293,1
"Solyc03g113390.2.1",1,0.0458407655364534,0.0083720168455954,0.00308148998493165,0.00198585655900667,0.649581807954
"Solyc08g078520.2.1",1,0.126412498372059,0.00212512263778802,1,0.0114468128135813,0.347127227615665
"Solyc10g086280.1.1",0.000852167464952105,1,0.0115013739501065,0.00213533123794654,1,0.0156265667675481
"Solyc03g095710.2.1",0.768904486005364,0.00139409883256637,0.00142449175580537,0.00410083025775923,0.00419957232307562,1
"Solyc09g005580.2.1",1.62574982699420e-05,1.16347464941079e-06,1.33993775336496e-06,1,1,0.218955472032926
"Solyc06g068840.2.1",0.0133132637353705,1,0.00633176015067699,0.377583049552313,1,0.214368129071688
"Solyc09g083200.2.1",0.321765146121504,0.000199562472718890,2.35004533885995e-05,0.0528452019607665,0.00837874239739662,1
"Solyc02g085570.2.1",1,0.0341188131028900,0.748752347774933,0.182272326648871,0.385808688403692,0.00361487739043153
"Solyc04g079310.2.1",0.440880339839677,0.238204759042824,0.00640717182509042,1,0.00303796201436222,0.00107912036329735
"Solyc12g088070.1.1",0.191905576301320,1,0.193090532775726,1,0.00328480920131199,0.00670330194045408
"Solyc01g014120.2.1",1,0.00363677351804977,0.372231427467554,0.00925184230486134,1,0.087214170751046
"Solyc10g079860.1.1",0.00102228932811719,0.122346139081192,0.00468445543957469,0.0154626711012798,1,0.131535476023470
"Solyc07g056150.2.1",0.146406801972895,1,0.220805440847016,1,0.0110953496575017,0.0835863163352914
"Solyc03g120200.1.1",0.0498861560586253,1,1,0.0570806714690416,0.0165210763276463,1
"Solyc03g019650.2.1",1,1,3.96427032292766e-05,1,4.8051155324412e-05,0.000269361397745439
"Solyc07g043410.1.1",1,0.926358160213342,0.037415721309874,0.0323926726076482,0.00238944598850227,0.420449756627769
"Solyc06g072600.2.1",0.0936414619569035,0.0499795671201752,0.120310409712314,1,0.00152954813529095,0.000326005551278502
"Solyc02g068710.2.1",1,0.0110115286300382,0.00388791850571831,0.217615803220680,0.121560104060701,1
"Solyc08g062490.2.1",1,1,0.0498928601198935,1,0.0127823614041339,0.00891510314639303
"Solyc09g014240.2.1",5.9255514551368e-05,9.68158060124438e-06,0.000137494822517098,1,1,1
"Solyc07g017220.2.1",0.74331630618041,0.739971503032774,0.656572004341072,1,0.00485367893965569,0.0146703695590968
"Solyc02g062470.1.1",1,0.472691672481286,0.0699559652987726,0.160775471408481,0.125284650338426,0.0242797646506169
"Solyc05g013690.2.1",0.000359887878437597,6.05797027057858e-05,0.000746916680181327,0.929055474799507,0.368039156796085,0.00591810964734077
"Solyc05g005690.1.1",0.0326167534558925,0.102796972394480,0.0247901110198031,1,0.000334431271104549,0.000689038420358046
"Solyc02g072230.2.1",1,1,0.00108017861897090,1,0.090011973113227,0.0104126801431271
"Solyc02g089070.2.1",0.00086249538087151,4.04021794739232e-05,0.121917412266906,0.00381827322716897,0.00694956717094305,8.50462169460558e-05
"Solyc07g006130.1.1",1,0.474925293760479,0.00175472151342236,1,0.0173073395081155,0.0150196927002684
"Solyc11g011350.1.1",1,0.0242659585610574,0.408763436131463,0.0203824849754742,1,0.00122678145692044
"Solyc02g094030.2.1",1,1,0.00355255407094369,1,0.00275021971060356,0.00406131668736051
"Solyc07g009320.2.1",0.0551418813998492,1,0.784175654784045,1,0.00579638579630146,0.0575924836543406
"Solyc02g069140.1.1",1,0.0105719214924449,1.97362739157276e-05,0.0211521135865100,0.000118364079712847,0.00121084934215486
"Solyc07g008570.2.1",7.76220102403185e-05,6.30497186488358e-08,9.278972496685e-08,2.46216638536599e-07,2.20520579643931e-06,2.64128824216418e-05
"Solyc03g119590.1.1",0.00251556731702117,1,0.000835621686217475,0.00251556731702117,1,0.000835621686217475
"Solyc04g007910.2.1",1,1,0.00563701644368935,1,0.00658484084947205,0.0788874990098509
"Solyc06g051820.2.1",1,0.0185690042321607,0.0185690042321607,3.63559357258959e-05,3.63559357258959e-05,1
"Solyc02g068280.2.1",1,0.152728357162834,0.00243643123930568,0.430532749263825,0.0060783079075107,0.259040087968233
"Solyc02g065410.1.1",1,0.0134010722955532,0.00593377951602464,0.0261444173141698,0.00996947601379062,1
"Solyc07g066570.2.1",0.699648975519348,1,0.00118098501827146,1,0.0187981004480688,0.150684818622012
"Solyc09g082110.2.1",0.396999375133123,0.0451204825549441,0.397713170902294,0.805705379570398,0.00683928170685325,0.00273686513894909
