"","SLY_SPI","SLY_SHA","SLY_SPE","SPI_SHA","SPI_SPE","SHA_SPE"
"Solyc06g073570.2.1",1,0.00565603727188594,0.0619515164687643,0.00565603727188594,0.0619515164687643,1
"Solyc01g010050.2.1",2.76775483659101e-07,4.42691894917983e-05,0.853042626094755,0.000672054870731574,4.54424879055802e-06,0.00140673528495956
"Solyc01g104350.2.1",0.445676923257315,0.866538461469336,0.0105346433224074,1,0.000887216693377032,0.00116681074099583
"Solyc06g076300.2.1",1,1,0.000919443983531347,1,0.000366382263101376,0.00112436038643369
"Solyc01g087800.2.1",0.0906446688060537,0.738479123951162,6.32715158971477e-06,1,2.50362850683931e-06,1.3585057616244e-05
"Solyc08g006890.2.1",1,1,0.00973550438669259,1,0.00981641069926856,0.119629782306089
"Solyc12g036120.1.1",1,1,0.0116978276124555,1,0.0263316096952991,0.0137778212959952
"Solyc03g059010.2.1",0.604783782761993,1,0.0479020114742955,0.358931693247903,0.00803587091673147,0.169364754494903
"Solyc08g063000.2.1",1,0.00113102454354211,1,0.000208492033670136,1,0.0195531726159349
"Solyc03g025860.2.1",0.707817714631978,0.0230651113776161,1,0.0114917825899699,0.197450098621706,0.57296605774296
"Solyc07g006340.2.1",1,1,0.00334070143455072,1,0.0136900301490381,0.0186239172536101
"Solyc01g081610.2.1",1,0.000130567687030014,1,0.00226682211777926,1,4.54573774652934e-05
"Solyc04g026210.2.1",1,6.18696282909511e-06,0.603022319187111,0.000437644178642313,1,0.174397593730181
"Solyc04g015100.2.1",0.172252425224022,0.0125613251196850,0.0251129093975768,0.70864951239512,0.639325262809405,1
"Solyc01g006440.1.1",1,0.172891866275153,0.642627562870754,0.0884704211224607,1,0.00870458013841475
"Solyc04g079970.2.1",3.69632435627254e-05,0.00107503068852613,1,0.00683170432280834,0.00359112461232645,0.0781167166806316
"Solyc10g006710.2.1",0.0765727592141253,1,0.000112064017805579,0.169587037756767,0.00180050723234108,0.000176464035068382
"Solyc10g008630.2.1",0.0260603222325265,1,0.000127319557451194,0.00612660897553864,0.00496310161968853,0.000100880866287027
"Solyc07g007820.2.1",1,0.209908749960352,0.00593377951602464,1,0.0688519539390206,0.214281283762925
"Solyc09g075450.2.1",1,0.0503220932717406,1,0.173209532124504,0.066860120357681,0.0032917411765389
"Solyc07g056020.2.1",0.53101696287737,1,0.00179251587911941,0.239434218455635,0.000229331184477534,0.00189538449369795
"Solyc02g091710.2.1",0.306738668089068,0.0270865660389948,0.00404928606023233,1,0.000590393234859326,0.000192750854159924
"Solyc10g079290.1.1",0.00670242631861165,0.00121688750000207,0.0458019231212901,0.362530746338064,0.000203825214010621,0.000111238635114184
"Solyc07g049660.2.1",0.982397455350788,0.850391335786193,0.103952421432870,0.0289752871626262,0.00359352136298386,1
"Solyc07g041020.2.1",0.0561445978855621,1,0.213303141910505,0.0418046454781817,0.00561449286226784,0.97886333975045
"Solyc08g078450.2.1",1,0.125757411192897,3.24648469098397e-06,0.125757411192897,3.24648469098397e-06,3.91344071158501e-05
"Solyc01g107200.2.1",0.540061299973115,0.00757160250710651,1,1,0.401535887085160,0.00788649555715499
"Solyc01g106020.2.1",0.071813536875083,1,1,0.553301432389511,0.00587256045864455,0.356474224651081
"Solyc03g112150.1.1",0.0394641121858773,1,0.000534602583315463,1,2.58940179053355e-05,0.00214421434068004
"Solyc12g009980.1.1",0.662276306256617,0.00585257352604928,0.105586692816656,0.198098463987226,1,0.686965524762616
"Solyc06g066060.2.1",0.180526613112283,0.0381134239258262,0.008209239418807,1,2.64328355437415e-05,8.7868355920859e-06
"Solyc03g123860.2.1",1,0.743845607545603,0.000594299319088731,0.111536294162508,0.000197220273513992,0.0348678340537833
"Solyc06g009520.2.1",0.114036683100334,1,0.0196363888277488,0.00478978167895726,0.00182705624513688,0.0265203892826246
"Solyc03g113430.2.1",0.507298311620833,1,0.000309569491004243,1,8.25000405514876e-05,0.000151188912629849
"Solyc10g008860.1.1",1,1.10859167033523e-06,1,1.58584588201629e-06,1,2.85096398146765e-06
"Solyc05g007140.2.1",0.9715427123253,1,0.0108307794872464,1,0.000158267686644486,0.000100951920154140
"Solyc05g046120.2.1",1,0.209223713252719,0.00962834715793479,1,0.172701867918858,0.34888957395408
"Solyc09g098040.2.1",1,0.0015694798423337,0.901130827151242,0.000352431228162096,0.228471263147310,0.42083056850895
"Solyc09g009700.2.1",1,0.735612784162827,0.0317356538313100,0.175068596516321,0.00904830407560864,1
"Solyc09g018230.1.1",0.00311173146057118,0.454403275115126,1,0.0394277283736291,0.032137949275019,1
"Solyc01g091900.2.1",1,1,0.0159272926226108,1,0.0592654136870215,0.00530374853547077
"Solyc12g077670.1.1",1,0.0108017987577676,0.00112889512696347,0.0797753334224809,0.00635014126543946,1
"Solyc09g090270.2.1",0.126715234504991,0.000165687424333891,0.000703656801203119,0.200391526950813,0.157118377993714,1
"Solyc03g058430.1.1",0.000149064174996776,2.41751944204262e-05,0.0093012242971406,0.77352047713091,0.0100344058915742,0.00058335593729601
"Solyc11g044960.1.1",0.444698601162216,0.0131401764947166,0.00146134788597359,0.158529206125861,0.00469696054226375,0.102018518520405
"Solyc12g044260.1.1",1,0.118314385698303,0.0463128590719012,0.026014153941997,0.0122553544453387,1
"Solyc11g030390.1.1",1,0.0132016218130613,1.0576262909352e-05,0.00628319905711172,6.93411337361892e-06,0.000869235203477715
"Solyc01g005220.2.1",0.0101060079786351,0.00162279644560161,1,0.916452998923912,0.0116028518035812,0.00293005230658682
"Solyc10g085500.1.1",1,0.000273370144514338,0.00331542371772382,4.54856469188122e-05,0.0172057746298985,3.59751283023085e-06
"Solyc07g043240.2.1",1,1,1.01350526635354e-05,1,0.000340688175654014,0.000113610497847199
"Solyc12g089030.1.1",0.482420530161673,0.393162388924067,0.0114817397479533,0.0242441329035331,0.00086952769687193,1
"Solyc03g026040.2.1",0.433604045619255,0.204083596428075,0.00324464496244548,1,0.0407468181034889,0.051056691536504
"Solyc09g091000.2.1",0.560440536595438,0.560440536595438,0.00656537231809057,1,0.0819386774422922,0.0819386774422922
"Solyc06g008610.2.1",1,1,4.22872542313388e-05,1,0.00238326154402601,3.38736550849923e-05
"Solyc06g009170.2.1",0.497810439499312,8.7706362310129e-05,0.021875520544495,0.000153733929660636,1,2.44393140018951e-06
"Solyc04g015030.2.1",1,0.0290463097210207,0.236510370549204,0.0100730556916093,0.100946069944664,0.49518074698629
"Solyc06g072830.2.1",1,0.0283331209164293,0.371272992705513,0.00939693994830166,0.340093933739827,0.00256202559727652
"Solyc03g083550.1.1",1,0.0106498861733582,0.105990119728114,0.000279469205929867,0.00271416036819452,0.897305977701794
"Solyc02g091000.2.1",0.00193712712193598,1,0.0404545721288845,0.000699098368483061,2.75400384332469e-05,0.00674625677179732
"Solyc02g071430.2.1",1,1,0.000842795642496987,1,0.000610931447745951,0.000539809272110243
"Solyc11g069360.1.1",0.0283086798246904,0.0064213542125445,0.41847240300276,1,0.480729775984559,0.0696306278517422
"Solyc04g079060.2.1",0.438961136672916,0.000865071663842561,0.00136247761210756,0.0156405216324112,0.0260122461161326,1
"Solyc08g075810.2.1",0.456738738669506,1,0.0110267742909493,0.956267183342996,0.569689060231881,0.0123648386424115
"Solyc05g006110.2.1",0.00206159479442270,0.20776425006028,0.148843413333746,0.202522583977566,0.000421278235455516,0.00802549813813513
"Solyc03g111870.2.1",1,1,0.00444753344172247,1,0.0120266302314256,0.00810906770067208
"Solyc10g008830.2.1",0.000446392584725754,1,0.00143282503766762,0.237402469568901,1,0.156038058327252
"Solyc05g012460.2.1",0.00331646073018358,0.000854766963005747,3.56986628351669e-06,0.375715164314122,0.0058742537890413,1
"Solyc01g086710.2.1",0.895729311654088,0.00574346352235655,0.0291175417293473,0.313419799105278,0.00277923690977587,4.84114835722272e-05
"Solyc06g076020.2.1",0.0319645577158787,1,0.47748818640523,0.466770640342889,0.000188720324447678,0.00536626473500791
"Solyc03g062900.2.1",0.0255173470901429,0.170687672871212,1,1,0.00353929314832888,0.0227628960110811
"Solyc04g054370.1.1",0.00431972167843226,1,0.0110365130937029,0.000561659138488507,0.00158034397838123,0.0215391681583352
"Solyc01g105670.2.1",1,0.0249552543908857,0.988659228006947,0.493179006742525,0.0616325618381052,0.00448598876343094
"Solyc09g010400.2.1",0.00997403661679974,0.00401946229218075,0.0415281888488005,1,1,1
"Solyc06g009390.2.1",1,0.0182694088853386,0.537474554307671,0.00423618258745534,0.0570380711591704,0.324088735115614
"Solyc10g076740.1.1",0.441700383404313,0.00872392136960854,1,0.000357318947327891,0.0382923438153087,0.0370657003013797
"Solyc10g076820.1.1",1,0.480117101387495,0.194363848195573,0.00991248522931343,0.046692663799946,1
"Solyc05g012770.2.1",1,0.256876969194088,0.0407468181034889,0.00920664390764865,0.00199551669544421,1
"Solyc01g109990.2.1",0.153150024273293,0.0160854315161124,1,1,0.872808247753575,0.0753557110977593
"Solyc09g005250.2.1",0.00540641481639623,0.0535628963889855,0.0819309098223682,0.145775330856315,0.000154414418824889,0.000285587885276862
"Solyc07g005680.2.1",0.0364627517790929,0.0268306332954915,0.0027209101407172,1,1,1
"Solyc08g006320.2.1",0.740888172210207,1,0.0213407551838193,1,0.00252053173191112,0.00266364518689995
"Solyc01g079100.2.1",0.270933018408728,0.00932311534304909,1,0.127686392649132,1,0.140144674264492
"Solyc06g084820.1.1",0.00532547587187355,1,1,4.09922375645049e-05,0.00532547587187355,1
"Solyc05g052070.2.1",1,1,0.00255361846341985,1,0.00245484630508677,1
"Solyc02g086340.2.1",0.349527983607891,1,0.000225550478603062,1,0.00202874607095361,0.00546652429919317
"Solyc11g007430.1.1",0.134793291562821,1,0.00703254041024446,0.634138667764406,1,0.0425317468388182
"Solyc11g045110.1.1",1,2.68307714843386e-06,0.0649270468390073,0.000137106609866396,0.0154766578523881,3.02276589450157e-05
"Solyc02g085770.2.1",1,0.00672523157377558,1,0.0630250625900545,1,0.00516367067340157
"Solyc11g020960.1.1",0.00691569476927448,0.000217202543411912,4.86208512924549e-06,0.0263578091058772,1.03715197742867e-05,0.000483971326242779
"Solyc06g008300.2.1",0.0407972175505302,0.0368358206886473,0.0107537207183694,0.00667794407615832,1,0.00165967923011422
"Solyc03g119280.2.1",3.02713067005005e-05,0.00086446854586413,0.547825240347795,1,0.0113347299487356,0.0730812543879805
"Solyc06g062420.2.1",1,1,0.000178657879405883,1,0.000178657879405883,0.000178657879405883
"Solyc02g062650.2.1",0.000264411757465795,4.43064361028658e-07,3.53283465833649e-06,2.15250746112867e-06,7.46589921125381e-05,0.0269372682756055
"Solyc10g080530.1.1",1,1,0.0160411792910515,1,0.0227216347796647,0.024044758492797
"Solyc12g098830.1.1",0.00370679592174816,1.87983049009827e-05,0.000441349698403498,0.00175279470068547,0.023867242594224,1
"Solyc07g008840.2.1",0.020855931401231,1,0.000719438049631058,0.537019233100156,0.319257205371257,0.0162561950204034
"Solyc05g010750.2.1",1,1,0.0225915880897787,1,0.033358691783769,0.057011244609613
"Solyc12g009000.1.1",0.80572468770447,0.0131351359494487,0.0573198933751179,0.121791889530663,1,1
"Solyc07g051850.2.1",0.000617541166538559,0.182597442107848,0.170728174057212,0.000394697029955227,0.000127533822099653,1
"Solyc03g006450.1.1",0.00376124453370168,0.00376124453370168,1,1,0.00445480532484677,0.00445480532484677
"Solyc06g064550.2.1",0.000182273674322006,0.600512558717598,5.02197103718925e-05,0.000278719436093118,1,3.24203881901118e-05
"Solyc01g094660.2.1",0.00125166730476038,0.000127304930399868,0.333639937267999,0.49696403215827,0.918185820723717,0.0430940014778999
"Solyc05g054360.2.1",1,0.0349254740393075,0.109499285476450,0.0349254740393075,0.109499285476450,1
"Solyc10g083240.1.1",0.205453636364439,0.193090845149876,0.00935792123733785,0.0107315336441267,0.000590861842749115,1
"Solyc04g040220.2.1",1,1,0.000822488500097133,0.0519618565007392,0.000172982931305077,0.00265868263741401
"Solyc07g014690.2.1",0.228610462242056,0.330714187051571,0.0130333241705471,0.0138655693086961,0.00306613198957074,0.365362188721466
"Solyc02g014230.1.1",1.79689382450244e-05,1,0.0313108334890100,0.00206850927706916,0.00139274969844111,1
"Solyc08g006140.1.1",1,0.560440536595438,0.000132530567649005,1,0.0309477324015277,0.0253321373759235
"Solyc06g006100.2.1",1,0.00393570615769621,0.0959895320077342,0.058578392632306,0.0351546256515985,0.000469093380485975
"Solyc09g055900.2.1",1,0.0301688197109246,1,0.0181366480296792,0.0346563622304495,0.000265533956495605
"Solyc09g010500.2.1",0.266134075022217,0.00034645902515623,1,0.0195150367960225,1,0.0416250111353674
"Solyc07g007600.2.1",0.702391371373284,1,0.00136489338422258,0.0758465954596736,0.0287285112366617,0.000794342797408592
"Solyc04g008360.2.1",1,0.0119130947576663,0.0250745144205687,0.00240625831365411,0.00557669400803038,1
"Solyc10g086530.1.1",1,1,0.000656718090446429,1,7.02799424579171e-05,0.000296162111810817
"Solyc02g071700.2.1",0.0212726181667698,0.0260689276119890,0.000123638456416843,0.000234826126884613,0.054364504659011,7.37080273137703e-06
"Solyc09g010140.1.1",1,0.312901003874647,0.268203492654704,1,0.0917024264558824,0.00454380578872619
"Solyc05g011940.2.1",1,0.0229953188153618,6.86466806429845e-07,0.0229953188153618,6.86466806429845e-07,1.35980693973816e-05
"Solyc01g086750.2.1",0.00531393583218573,0.157578984575826,0.000250509558012515,1,8.42425537697382e-06,3.76980183083522e-05
"Solyc08g015770.2.1",1,0.00882498161107389,0.707627873060893,0.0361903368762354,1,0.116855386255032
"Solyc08g016210.2.1",1,0.0245023303889990,1,0.00188829896927764,1,0.0134506599371756
"Solyc06g011560.2.1",0.169255813110757,2.52857965168042e-05,0.0406303257423612,0.00119605854194788,1,0.00124074015580375
"Solyc03g113040.2.1",0.3942106120823,0.00190924366597189,0.137663215870365,0.0336676706058474,1,0.194355558557210
"Solyc04g049850.2.1",1,0.00180113638039966,0.0127703864844927,0.0101886240479521,0.0344087628660031,1
"Solyc07g008970.2.1",1,1,4.48160425689447e-05,1,0.000215999418254095,7.3544562764169e-05
"Solyc12g056610.1.1",0.493456322796044,0.0203660571190054,0.0335200246565769,0.304965709316443,0.850160199693255,1
"Solyc03g095610.2.1",1,0.000444981955344263,0.0169239906440750,0.000127897593244048,0.00960520692807663,2.61039010816410e-05
"Solyc12g014430.1.1",1,0.00234745294435738,1,0.00347499869579006,1,0.00104643869430958
"Solyc01g111120.2.1",0.256460652126901,1,0.0403396801968818,0.008650227142297,0.00093800691483659,0.322372576141707
"Solyc03g031760.2.1",1,0.000337666495771059,0.286360839242913,0.00168570867060695,1,0.0185337597560919
"Solyc03g033840.2.1",1,0.00721559258838452,0.00275290959063961,4.78121746334307e-05,0.0078206097307809,7.43737541781106e-05
"Solyc03g121910.1.1",1,0.00708627651265947,0.132106820641560,0.0426476952558622,0.0115307062186593,0.000925220611331153
"Solyc04g072240.2.1",1,0.00136007012492958,0.733046528213217,0.00366240099269968,1,0.0249366387011772
"Solyc05g054410.2.1",1,0.301454281631904,0.161473892666932,1,0.0446184940497765,0.0226868749475907
"Solyc06g076680.2.1",0.0773302629875604,0.00917855530190604,0.0908697970317601,0.336466482746313,1,1
"Solyc10g086770.1.1",1,8.93774515972102e-10,2.98214640376211e-06,8.93774515972102e-10,2.98214640376211e-06,0.183426241042099
"Solyc02g083470.2.1",0.434450806586701,1,0.0354469785098221,0.570959648039862,0.000707479445590589,0.0367672417204245
"Solyc01g105810.2.1",0.421137198578759,1,0.00561104937838118,0.0195379969450770,0.81949671253418,1.12732333865613e-05
"Solyc09g092500.1.1",1,0.00545163129603014,0.054217309174908,0.0222160230996587,0.145468798401159,0.00258404403285784
"Solyc03g020020.2.1",0.0306478449880772,0.0212069630949553,0.899925879418147,1,0.00098380059771915,0.000344985701079539
"Solyc07g040740.2.1",0.00420979685031883,0.000352431228162096,0.000561659138488507,0.0851667252395979,1,0.549451989726179
"Solyc09g010530.2.1",0.117132819775009,0.0218961214598124,1,0.000145820761355576,1,0.0100380980948724
"Solyc04g074000.2.1",1,1,0.033248107562115,1,0.00314451871792467,0.00260775776532259
"Solyc06g060160.1.1",0.000332202552580604,0.0118964815564410,1,0.08950599076924,0.0035070114578991,0.186874607197320
"Solyc01g065690.2.1",0.0533583370848882,0.00784549560999277,1,1,0.0330431135416384,0.0007314797518998
"Solyc09g011810.2.1",0.253692110310399,0.00057740061446717,0.0276579078834114,0.0769273567447707,1,0.259183203349489
"Solyc01g010480.2.1",0.00239818464287515,0.00314504746677208,8.08585938085936e-07,0.0266786685650305,4.2939430733757e-06,0.297037362766313
"Solyc12g019090.1.1",1.86743209040899e-05,0.0140219084237587,0.00154191530991564,1,1,1
"Solyc03g078650.2.1",1,1,0.0394183104786285,1,0.00771636654148287,0.0246147060005525
"Solyc07g064610.2.1",1,0.149254295087393,0.0445479005087455,0.0136481522775745,0.311058482848357,0.00314872985738294
"Solyc07g018270.2.1",1,0.246861804222883,0.11359884360716,0.0127419981704900,0.0139413121148123,1
"Solyc02g091660.2.1",1,1,0.00142070371666848,1,0.00136009787572547,0.00326821353369451
"Solyc09g010330.2.1",0.00326748439536569,3.34606721073402e-05,0.015293033860237,0.000523367186006091,1,0.322305060259744
"Solyc12g044730.1.1",1,0.68857993988273,0.000362110413672348,0.178580299071375,0.000222992113265125,0.00131822786424025
"Solyc07g066180.2.1",1,1,4.2634215964415e-05,1,9.2280576276612e-05,2.6813458384092e-05
"Solyc08g079830.2.1",1,7.33636704435323e-05,2.27259184353052e-05,0.000431547385172604,1.34484350522940e-05,1.98100071923195e-06
"Solyc07g052180.1.1",1,0.110423381785422,0.000560878928532328,0.265661404894333,0.000266484765217198,0.00343994091165522
"Solyc05g054800.1.1",1,0.00294970186670873,0.402200507423799,6.18978626014282e-05,0.00517266048905531,5.84126965621399e-06
"Solyc12g094630.1.1",1,1,0.0215173900892800,1,0.000758525129290209,0.0140918324523436
"Solyc04g076780.2.1",1,0.441108314857570,0.000100916669987674,1,0.00144526878105633,0.00145990117035422
"Solyc06g082610.2.1",0.752667407055009,1,0.00303239369670668,1,0.0343826258404083,0.00974794541572804
"Solyc12g008420.1.1",1,0.00085297979098516,0.00513667211688264,0.0620176088517142,0.274564694397717,1
"Solyc07g043500.1.1",0.0847193069532843,1,0.0351451079968727,1,0.00120697504345327,0.0132245259025153
"Solyc05g055740.2.1",0.00449696638787167,0.000113020335895413,4.80014989130613e-05,0.0670599976292253,0.0140249355488585,1
"Solyc07g008700.2.1",0.00882498161107389,0.309911221734888,0.0531051948186506,0.000560096845477655,8.72364974098245e-05,1
"Solyc03g097950.2.1",0.151708878736561,0.39471867469863,1,0.000277384351502499,0.0225321289778368,1
"Solyc05g047600.2.1",1,8.1964459003937e-06,0.000124466101818419,2.44011727383405e-05,0.000469489847894451,0.417195422238932
"Solyc09g014480.1.1",0.0703011133588758,0.0499751311616685,0.00107133257639627,1,0.00856504887106342,0.0493616444747753
"Solyc08g080190.2.1",0.333385212073339,0.0870633654507752,0.000201037567587819,1,0.00098397279770593,0.0276579078834114
"Solyc06g073370.2.1",0.108715908743347,0.0651256785427011,0.0377721230588783,1,0.00122559027208214,0.00149853383357041
"Solyc02g090750.2.1",0.00356300994230083,0.00083546690712045,0.00364718182306599,0.0422584560434145,0.177255754791605,1
"Solyc05g005760.2.1",1,1,0.000991849154730802,0.854911214702259,0.00287937991473722,0.00247913114465968
"Solyc09g015770.2.1",0.0882227974107968,0.0887661752855319,0.0149212146458369,0.0104609699801058,0.154670086232312,0.00697215356370766
"Solyc02g078120.1.1",0.330406330450686,0.0223803009501079,0.0396635347865104,0.758286496420768,0.00212368060951091,0.00102648305364945
"Solyc08g075680.2.1",1,0.0459053273802349,1,0.0851365492298316,1,0.0127268543152416
"Solyc11g069880.1.1",0.00152928135950585,0.862027852452517,1.37747743117544e-05,1,0.00792752524262065,0.0417831475008306
"Solyc02g088200.2.1",1,0.000279569891341748,0.000144991410893601,0.000789754329581299,0.000297292977727787,0.339887609403832
"Solyc08g005220.2.1",0.0169027758734435,0.000103274978328991,1,0.000410000649079481,0.0042084559147225,4.4012401066519e-05
"Solyc06g008620.1.1",1,0.00183912335789652,0.000103233759050438,0.000438924514732275,8.95974951166675e-06,0.0260122461161326
"Solyc03g121680.1.1",1,0.000361984707674802,0.000144739859929261,0.00034507745582015,0.000140160624683464,0.42306965907054
"Solyc03g115110.2.1",1,2.05310687405579e-05,1,0.00781076465347419,1,0.00158929636605889
"Solyc03g118340.2.1",0.0173527226692619,1,0.00293945558722477,1,0.000113066352071685,0.00622075144066647
"Solyc01g107370.2.1",9.56507217976385e-05,4.74999853069466e-05,0.0184171496125186,0.0637105886174725,1,0.0325950889432244
"Solyc02g084450.2.1",1,0.000301805932159456,0.00057011944824139,0.000110033613890403,0.000250635709304796,1
"Solyc02g085600.1.1",0.00319599921497852,2.65599251381662e-05,1,0.0137156465732355,0.130757750779127,0.00076732711152037
"Solyc05g051510.2.1",1,0.0137683654661833,0.204890989188212,0.166482400725101,1,0.677443520814212
"Solyc03g116610.2.1",0.0146230547855942,0.00971748026896947,0.0186656637382205,1,1,1
"Solyc09g014550.2.1",1,2.74242990041303e-06,1.56303806822645e-05,1.43069310582046e-08,1.43189756631934e-05,3.10688620295994e-06
"Solyc08g081950.2.1",0.769483342185089,8.70495759876881e-05,0.951706679545579,0.00028382222389951,1,0.00212890259571988
"Solyc09g005330.2.1",1,0.38937385770799,5.03114783398885e-05,0.268639397915631,7.37858730467894e-05,3.17281353472066e-05
"Solyc10g087030.1.1",0.485669677398544,0.000444040997925669,1,9.68158060124438e-06,0.00347032036730890,0.000153484643664713
"Solyc07g042280.2.1",1,1,0.000563216909540661,1,0.000563216909540661,0.000563216909540661
"Solyc06g051720.2.1",1,0.0619515164687643,0.0702308993793732,0.0315566951691851,0.0365541266395468,1
"Solyc02g070340.2.1",0.066107925403818,1,0.000403051495728913,0.00529475631604439,4.2634215964415e-05,0.00315000048231868
"Solyc03g025670.2.1",0.0124229660183768,0.0823423181161936,1,1,0.0352362102967409,0.14369217345813
"Solyc03g033410.2.1",1,0.74090025482858,9.60038710983693e-05,1,0.000601474489532603,0.0094307610740225
"Solyc07g005130.2.1",1,0.0410143780759192,0.00192152751908215,0.00729106037817836,0.000183355622281818,0.199882968403712
"Solyc06g065710.2.1",0.000702066104131628,1,0.983793992503567,0.00156567436874758,0.00793664103148225,1
"Solyc01g060030.2.1",1,0.0201983617528096,0.0855630529975823,0.0136481522775745,0.0650436526096203,1
"Solyc07g017580.1.1",0.417195422238932,0.00109257898800630,0.00324817784729540,0.0109535311604538,0.0817631090028605,1
"Solyc03g051950.2.1",1,0.0564464407367364,1,0.0293796276651516,1,0.0818656128869896
"Solyc02g070390.2.1",0.0141148492889242,0.0334169540201429,0.616529545519795,1,0.00248190927237802,0.00391686414566899
"Solyc04g049800.2.1",1,0.00215180646648586,1,0.00156567436874758,1,0.00308021868326045
"Solyc04g008700.2.1",1,0.014392631134103,0.921543131065557,0.115966654910099,0.467612971554483,0.0153982207916650
"Solyc09g075210.2.1",1,0.445578060699071,5.88812609738675e-05,0.034175169277146,9.75500633694193e-07,0.000135980018984647
"Solyc03g117730.2.1",1,1,0.203097652885126,0.00105228362531005,0.00204724070354223,0.264997427845056
"Solyc06g076790.1.1",1,0.309500067703398,8.20864972311711e-05,0.00217846903245948,3.41510612716512e-06,0.000142367369277249
"Solyc10g007980.2.1",0.00407758272432113,0.00846249574118223,0.109045783757083,1,6.51841980321116e-05,0.000871285287888891
"Solyc06g007320.2.1",0.0112496311569406,0.146339686876785,0.973554310571405,1,0.0119039688920748,0.0405222015531754
"Solyc12g043110.1.1",0.000213423014922201,1,3.7203524545242e-05,0.000124941877864052,2.46912800215111e-09,1.26436415007352e-05
"Solyc04g015200.2.1",0.313419799105278,0.0626216144210267,1,1,0.106517160126950,0.0401838897242704
"Solyc02g094300.2.1",0.00327120995317589,0.000121965426718038,0.0139176030747459,1,0.870829155726084,0.0498805817850572
"Solyc04g077030.2.1",1,0.0123200005874992,0.0293770560603050,0.0268210005710126,0.090011973113227,1
"Solyc04g064590.1.1",0.643107658839629,0.032793523428493,0.533785018758017,0.18049320276701,0.0194043627756002,0.00558278308396446
"Solyc11g012930.1.1",0.883292319186106,0.00120121603238135,1,0.000299727236245082,0.143776763621668,0.134212535160975
"Solyc06g074490.1.1",1.65040919965578e-06,1,1,0.000723280069455956,0.000254971813644808,1
"Solyc02g070770.2.1",0.182678957230137,0.0484648103251769,0.000352431228162096,1,0.000333658157420633,4.0173055052937e-05
"Solyc04g049720.2.1",0.35920464594127,0.655001670672097,9.60038710983693e-05,0.0359268873563535,0.000106857618096098,0.000140246199276999
"Solyc02g062780.2.1",0.153105555492460,0.00445263929460559,1,0.265321263712389,0.437447863442909,0.00755520047186049
"Solyc07g017400.2.1",1,2.31106079731117e-07,0.436732306094312,1.02164356730130e-05,0.478120384569542,1.19391275782032e-06
"Solyc06g071060.1.1",1,1,0.0769733823462902,1,0.059658791490704,0.0198725614809907
"Solyc09g031570.1.1",1,1,2.39516684190651e-05,1,2.39516684190651e-05,2.39516684190651e-05
"Solyc09g009880.2.1",1,1,0.0395594933966243,1,0.0187478609932218,0.0163708527460716
"Solyc09g010030.1.1",0.0617844411060203,1,0.195011949741574,1,0.00432199922455043,0.0926615802670778
"Solyc11g056620.1.1",1,1,0.000696312046393907,1,0.000777520899329683,0.00161253756366044
"Solyc11g028100.1.1",1,0.708849768225202,1.80820515693027e-05,1,6.35546360988926e-05,1.32072241846657e-05
"Solyc11g045150.1.1",1,0.202861093746638,0.0557077034267523,0.84856285877592,0.0616841669447393,1
"Solyc09g090710.2.1",0.105178353194475,0.0813477135800155,1,1,0.0604714007973919,0.0466169159110346
"Solyc01g007220.2.1",0.0111765751282034,1,0.0686960878881586,0.0235061088954853,0.000242285956255082,0.0149079677013667
"Solyc12g008770.1.1",0.047296429123832,0.507529778241784,0.0320275408324914,1,0.00085984904371261,0.00341687999720577
"Solyc02g079780.1.1",0.101608644532465,0.206198139200118,0.000275214606968167,1,0.254455327448765,0.355208492393679
"Solyc12g014390.1.1",1,1,0.00482630210629576,1,5.9652767626525e-05,1.64734373073036e-05
"Solyc02g079020.2.1",1,0.188776801231572,0.00170730200303478,0.764223678604023,0.00875241979251008,1
"Solyc10g005120.1.1",1.25050713284244e-07,3.52865206088902e-07,1.65814918121771e-07,1,0.0321216319433846,0.173875255534902
"Solyc09g098080.2.1",1,1,0.0405099455445281,1,0.0405099455445281,0.0405099455445281
"Solyc07g042380.2.1",0.0043347358577794,0.00535208006318641,0.0137217472546969,1,0.000170155570021689,0.000191300577125982
"Solyc01g008330.2.1",0.0128291152806147,0.139178757003449,1,1,0.0014663445383024,0.0215602589857101
"Solyc06g051940.2.1",1,0.192161252732052,0.0216531477809017,1,0.0904130813564798,0.406252842046035
"Solyc09g007990.2.1",1,1,0.083696959938006,1,0.128711002046971,0.0234830764135245
"Solyc02g020910.2.1",1,0.0353208521377987,0.0525984990208014,0.0166219983042501,0.0166888233421371,1
"Solyc09g008600.2.1",0.0102719794122079,0.0670853840773411,0.00226168255110429,1,1,0.704856861643593
"Solyc06g065610.2.1",0.00757785625699292,1,0.000410983097605083,0.051415491170915,0.000204664440450533,0.000359910195900194
"Solyc08g075960.2.1",0.0132687355108546,1,0.00526699452364786,0.0239874557739634,0.000168559148062201,1
"Solyc02g071590.1.1",1,1,0.0130881975507040,1,0.00641706274546208,0.00438613003137157
"Solyc09g009550.2.1",0.128863796263491,0.0332502311636369,0.000737824915205807,1,0.171559770060354,1
"Solyc03g077950.1.1",0.099273854596361,1,0.0439223796254572,0.0979234677038015,1,0.0432593879838558
