"","spe"
"Solyc01g087440.2.1",0.000358024864417341
"Solyc08g068430.2.1",0.0176071453395169
"Solyc02g089110.2.1",0.33016118764501
"Solyc05g012700.2.1",1.44560300869322e-05
"Solyc09g091970.2.1",2.4850783725685e-05
"Solyc05g054420.2.1",0.69860558904077
"Solyc00g022110.2.1",0.00127430187573712
"Solyc08g008530.1.1",0.42365820884439
"Solyc06g065500.2.1",0.00742849779410542
"Solyc01g109290.2.1",0.178056636077786
"Solyc06g062520.1.1",1
"Solyc07g047830.2.1",0.0616381716185039
"Solyc06g069530.2.1",0.0102293845716476
"Solyc11g056480.1.1",0.267548939649948
"Solyc06g060190.2.1",0.00280422715024497
"Solyc03g078380.1.1",0.239077762728949
"Solyc09g074470.2.1",0.095596774948419
"Solyc04g055010.2.1",1
"Solyc12g008580.1.1",0.00313893764750613
"Solyc09g059660.1.1",1
"Solyc11g005320.1.1",1
"Solyc01g099420.1.1",0.0682908179400522
"Solyc07g022760.2.1",0.126902149889198
"Solyc07g054140.2.1",0.0223434263538123
"Solyc03g026220.2.1",1.78900267111561e-05
"Solyc01g096860.1.1",0.251888690198643
"Solyc12g019750.1.1",0.0933165246332974
"Solyc10g079360.1.1",2.52807903420049e-06
"Solyc12g099260.1.1",0.00509122358396001
"Solyc02g092720.1.1",0.347229468347536
"Solyc06g075850.1.1",0.163377291054672
"Solyc01g081500.2.1",0.0017415422188261
"Solyc06g048460.1.1",2.72687356028657e-06
"Solyc11g072510.1.1",1
"Solyc05g024260.2.1",3.13660201529963e-06
"Solyc02g068900.2.1",0.0231714544032742
"Solyc04g079750.2.1",0.092503983282934
"Solyc08g067570.1.1",0.269842943506682
"Solyc08g007790.2.1",1
"Solyc03g026170.2.1",0.0232262973364204
"Solyc08g007240.2.1",7.60454245898036e-07
"Solyc06g064500.2.1",3.2718736117367e-07
"Solyc02g081500.2.1",5.68641860330429e-13
"Solyc09g082570.2.1",0.000752135314851923
"Solyc03g031820.2.1",1
"Solyc02g079030.2.1",0.000305391029180853
"Solyc03g118420.2.1",0.0403761813138631
"Solyc04g078310.2.1",0.00100443694435276
"Solyc01g111870.1.1",0.0346764278797551
"Solyc06g062290.1.1",5.8582383808732e-08
"Solyc12g005390.1.1",0.000669660781102537
"Solyc07g062740.2.1",0.917876326584247
"Solyc05g052690.2.1",9.08648926592067e-06
"Solyc03g121830.1.1",0.608564645782239
"Solyc01g091360.2.1",0.000816657970575768
"Solyc11g039960.1.1",0.117118594095944
"Solyc04g016130.2.1",0.80662833847622
"Solyc12g007300.1.1",0.86960678155453
"Solyc10g084650.1.1",0.000534882704313105
"Solyc07g043590.2.1",3.64472468174681e-05
"Solyc09g059470.2.1",0.0174497839968010
"Solyc05g009750.1.1",0.209457141710699
"Solyc01g081460.2.1",0.153978181178493
"Solyc12g096830.1.1",0.00522821294094489
"Solyc07g007180.2.1",4.01181576031928e-06
"Solyc03g098730.1.1",0.00580598666979711
"Solyc01g009940.1.1",3.96827814838404e-10
"Solyc02g084510.2.1",1
"Solyc01g099400.2.1",0.000827319567568387
"Solyc03g112360.1.1",0.0703755338664172
"Solyc12g042720.1.1",1
"Solyc01g087190.2.1",0.224091672133603
"Solyc04g076270.1.1",1
"Solyc03g053010.2.1",1
"Solyc09g008790.2.1",0.0446876414500707
"Solyc12g036780.1.1",1
"Solyc01g007140.2.1",0.24057441942069
"Solyc10g079780.1.1",1
"Solyc01g110750.2.1",0.00332207731755087
"Solyc02g080450.1.1",0.402018438140354
"Solyc12g087990.1.1",1
"Solyc03g097270.2.1",6.43227549658347e-07
"Solyc01g094080.2.1",9.20161434603452e-10
"Solyc12g088410.1.1",1
"Solyc07g042960.1.1",1
"Solyc07g065970.1.1",1.28100348130879e-06
"Solyc09g075460.2.1",1.21359846731771e-06
"Solyc03g093520.2.1",0.00360667118258176
"Solyc06g071190.2.1",1
"Solyc06g060270.2.1",0.00706444964505827
"Solyc06g066650.2.1",1
"Solyc12g095950.1.1",1
"Solyc04g080720.2.1",0.0251676343135135
"Solyc12g099710.1.1",1
"Solyc04g056320.1.1",0.00243411952437946
"Solyc12g098420.1.1",0.00901857190496565
"Solyc05g013970.2.1",2.06421822600222e-12
"Solyc11g066790.1.1",2.79633755144714e-05
"Solyc04g050540.2.1",3.10729061082992e-09
"Solyc06g062670.2.1",0.00848642194246973
"Solyc01g056570.2.1",0.0395906959699227
"Solyc09g025240.2.1",0.0466504054002502
"Solyc09g090410.2.1",0.000411582938098108
"Solyc11g017040.1.1",1
"Solyc07g017750.2.1",4.92501548837682e-07
"Solyc05g042050.2.1",0.398794267779848
"Solyc08g078330.2.1",1
"Solyc03g006500.2.1",0.00140960622175623
"Solyc11g033280.1.1",0.0883468904867838
"Solyc11g062250.1.1",1
"Solyc08g067240.2.1",0.101377572478007
"Solyc12g098310.1.1",0.00136528053184219
"Solyc06g075650.2.1",0.00275379196674543
"Solyc02g070420.2.1",0.261888810503299
"Solyc05g023820.2.1",1
"Solyc02g070040.1.1",0.103151641505696
"Solyc03g123380.1.1",0.00484170160967676
"Solyc06g069280.2.1",0.0173523343936285
"Solyc05g051870.2.1",2.04934502399066e-05
"Solyc08g014240.2.1",2.18763283402897e-05
"Solyc07g049360.2.1",0.0100907331895758
"Solyc04g052890.1.1",0.000653967408292957
"Solyc04g014410.2.1",0.000683594551345845
"Solyc10g081620.1.1",1
"Solyc07g054830.2.1",0.685727188448925
"Solyc05g047700.1.1",0.00457962309613861
"Solyc05g051720.1.1",0.062937490713139
"Solyc01g111250.2.1",0.00861650299169566
"Solyc02g086940.2.1",1
"Solyc12g009870.1.1",0.000179578146117900
"Solyc10g081650.1.1",0.0126780890611918
"Solyc08g074580.2.1",1
"Solyc09g074650.2.1",0.0567420560995985
"Solyc12g044170.1.1",0.00244127036074589
"Solyc02g067490.2.1",0.000618123125025248
"Solyc07g055740.1.1",0.139546143213164
"Solyc03g033540.2.1",0.192961280295708
"Solyc02g062490.2.1",3.34771932004858e-06
"Solyc03g119430.2.1",0.0400128258666576
"Solyc03g115940.2.1",0.00493898625729974
"Solyc12g094400.1.1",1
"Solyc02g086130.2.1",0.00317900544191448
"Solyc11g042480.1.1",0.058992562419072
"Solyc02g079210.2.1",0.00164640212687799
"Solyc11g072910.1.1",0.0156655090068992
"Solyc07g063020.1.1",6.49770677679809e-06
"Solyc04g079830.2.1",1.11699148691973e-05
"Solyc11g011720.1.1",0.00486049498501457
"Solyc10g007610.2.1",1
"Solyc06g064560.2.1",1
"Solyc04g072260.1.1",0.00841347199760938
"Solyc06g072170.2.1",1
"Solyc03g081260.2.1",1.17582574338058e-15
"Solyc12g005570.1.1",1
"Solyc03g032080.2.1",0.00147088632469734
"Solyc01g090650.1.1",1
"Solyc04g017610.2.1",7.14696618446027e-08
"Solyc01g058320.2.1",5.89167461859009e-10
"Solyc01g095230.2.1",1
"Solyc09g064440.2.1",1
"Solyc10g080320.1.1",0.000352140840655928
"Solyc03g122180.2.1",0.0144171237140488
"Solyc02g076660.2.1",5.90043970628312e-07
"Solyc03g119820.1.1",0.134133130340058
"Solyc11g010620.1.1",0.680904042788548
"Solyc07g055880.1.1",0.075479180740377
"Solyc01g068060.2.1",0.000108777889421099
"Solyc03g063220.1.1",0.583102804775452
"Solyc02g082020.2.1",1
"Solyc01g074020.2.1",0.124834196584443
"Solyc03g044810.1.1",1.68208055201734e-06
"Solyc10g080090.1.1",0.147685653735512
"Solyc08g078680.2.1",1
"Solyc01g068390.2.1",1
"Solyc03g120340.2.1",0.0380237131129987
"Solyc10g009330.2.1",1
"Solyc02g068350.1.1",0.00664860246045199
"Solyc07g062500.2.1",2.22959746212991e-07
"Solyc01g105830.2.1",1
"Solyc03g082520.1.1",0.79817729877792
"Solyc10g017810.1.1",1
"Solyc08g075420.2.1",0.737889723016497
"Solyc12g005180.1.1",0.000422573645146069
"Solyc01g099760.2.1",1
"Solyc09g010950.2.1",0.00142725582188960
"Solyc11g008530.1.1",0.0161369439751391
"Solyc10g047000.1.1",5.57332081494408e-05
"Solyc02g070110.1.1",0.0398492917429719
"Solyc02g032940.2.1",1
"Solyc01g058010.2.1",1
"Solyc10g006480.1.1",0.209025062151356
"Solyc06g076820.1.1",1
"Solyc01g105360.2.1",0.00193108786664370
"Solyc10g007150.2.1",0.917544652604342
"Solyc04g064850.2.1",1
"Solyc02g072310.2.1",1
"Solyc11g044360.1.1",0.0283950104341736
"Solyc06g005520.2.1",0.0019542616650357
"Solyc02g085720.1.1",1
"Solyc09g074730.1.1",1
"Solyc05g006940.2.1",1
"Solyc03g115460.1.1",0.0711857401877115
"Solyc07g063860.2.1",1
"Solyc05g013190.2.1",0.484845240229598
"Solyc05g007640.2.1",0.00203803118363895
"Solyc10g008780.1.1",1
"Solyc10g006330.2.1",0.0144404462145073
"Solyc01g008500.2.1",9.53355507121104e-06
"Solyc06g071400.2.1",1
"Solyc08g066110.2.1",0.0107410466643304
"Solyc08g082390.2.1",0.587230136048216
"Solyc01g108390.2.1",3.92362862164794e-06
"Solyc01g073920.2.1",1
"Solyc08g067470.2.1",0.00090799227933814
"Solyc03g120560.2.1",3.09019893549658e-06
"Solyc02g085030.2.1",0.139446655796071
"Solyc10g075000.1.1",1.95422791517096e-07
"Solyc02g092610.2.1",4.12626248069085e-07
"Solyc10g084050.1.1",1
"Solyc01g066270.2.1",0.0294042092469363
"Solyc05g005980.2.1",4.73817802823199e-09
"Solyc10g086330.1.1",9.33597926206349e-05
"Solyc03g118550.2.1",0.00190920833937793
"Solyc07g064080.2.1",1
"Solyc01g005040.2.1",0.00299673079507242
"Solyc06g076340.2.1",3.45324219780998e-05
"Solyc05g056000.2.1",0.109678081529394
"Solyc05g006070.2.1",0.119283256342408
"Solyc10g085200.1.1",2.68298311896335e-07
"Solyc10g084760.1.1",0.0276430757478903
"Solyc05g012610.2.1",0.0208151139414193
"Solyc08g065310.2.1",2.28641974598154e-25
"Solyc11g011380.1.1",0.00261476240197434
"Solyc10g084520.1.1",1
"Solyc05g047710.2.1",1
"Solyc02g077640.1.1",0.0451719701714348
"Solyc01g079780.2.1",0.00065662858710999
"Solyc06g068390.1.1",1
"Solyc10g051110.1.1",0.0742363581644093
"Solyc12g094570.1.1",0.0573536330122692
"Solyc07g054540.2.1",0.0609163997990989
"Solyc06g076170.2.1",0.825684726065
"Solyc06g051510.2.1",0.7759558431712
"Solyc07g054820.2.1",0.000439015251060222
"Solyc11g045190.1.1",0.135725867388010
"Solyc07g066550.2.1",2.13013901085682e-11
"Solyc03g096670.2.1",3.80696667926508e-06
"Solyc02g065420.2.1",0.432668889993895
"Solyc03g098300.1.1",0.000425086129105597
"Solyc12g043000.1.1",3.06476013791861e-10
"Solyc04g079690.2.1",0.00958267610108966
"Solyc08g066120.2.1",1.23458374683122e-06
"Solyc03g112550.2.1",0.152288214549862
"Solyc06g063260.2.1",4.99588824027128e-08
"Solyc12g019060.1.1",0.0374713955029691
"Solyc07g065950.2.1",0.0129203676444206
"Solyc11g013290.1.1",1
"Solyc07g056540.2.1",1
"Solyc02g089680.2.1",0.440505853526665
"Solyc02g087940.2.1",1
"Solyc11g008080.1.1",0.652092264196313
"Solyc05g049960.2.1",0.050025902381862
"Solyc09g064510.2.1",1
"Solyc03g006680.2.1",0.66489042382888
"Solyc05g009400.1.1",1
"Solyc11g013340.1.1",1
"Solyc01g107920.2.1",1
"Solyc01g079310.2.1",1
"Solyc10g006510.2.1",1
"Solyc03g112460.2.1",0.0464591226668625
"Solyc03g082710.2.1",1
"Solyc12g005660.1.1",1
"Solyc09g062980.1.1",2.20854017213869e-06
"Solyc06g007860.1.1",3.03684106447979e-06
"Solyc05g023680.2.1",4.38967414228383e-06
"Solyc03g121630.2.1",0.0006414587598233
"Solyc08g007420.2.1",0.0307102741730857
"Solyc06g053950.1.1",1
"Solyc09g008090.2.1",0.0128864854232956
"Solyc07g062980.2.1",1
"Solyc02g080520.2.1",0.00197865363029583
"Solyc07g055200.2.1",1
"Solyc01g049890.2.1",0.802361501412464
"Solyc04g005580.1.1",1
"Solyc01g101030.2.1",0.175656427558175
"Solyc02g070760.2.1",0.0146899079032760
"Solyc04g009010.1.1",1
"Solyc06g005230.1.1",0.378775856385239
"Solyc01g008730.2.1",1
"Solyc10g078280.2.1",0.100932098880784
"Solyc02g084930.2.1",0.0407836788690009
"Solyc01g087400.2.1",0.0675887535249928
"Solyc06g054250.2.1",0.000574392677706772
"Solyc01g098450.2.1",0.0711468073124094
"Solyc07g065050.2.1",0.00190696093584671
"Solyc10g086570.2.1",4.57046251995937e-08
"Solyc10g008150.1.1",0.0298845922363982
"Solyc08g061130.2.1",1
"Solyc03g078800.2.1",0.000784042471582316
"Solyc07g008950.2.1",2.38383754812705e-07
"Solyc07g032260.2.1",3.00881003035885e-06
"Solyc08g079240.2.1",0.0692449956931351
"Solyc10g005310.2.1",1
"Solyc10g077140.1.1",1
"Solyc04g072910.2.1",1
"Solyc03g120910.2.1",0.00550217396590614
"Solyc03g093250.1.1",0.578568378144512
"Solyc11g006350.1.1",6.70373649265684e-10
"Solyc00g188850.2.1",3.76841473612598e-05
"Solyc08g082450.2.1",0.064897807015348
"Solyc08g023580.2.1",1.38275990387693e-06
"Solyc03g083060.2.1",1.23314708214338e-05
"Solyc06g060490.2.1",0.064897807015348
"Solyc01g099030.2.1",2.91457976205387e-06
"Solyc03g006600.1.1",1
"Solyc05g056500.1.1",0.69030616875465
"Solyc02g030300.2.1",0.0118983027055091
"Solyc06g050730.2.1",0.0363485557988084
"Solyc03g005200.2.1",0.000224010059893110
"Solyc06g062460.2.1",4.26617703073993e-05
"Solyc04g073950.1.1",1
"Solyc04g008480.1.1",1
"Solyc02g082510.1.1",0.0378660887188729
"Solyc08g081180.2.1",0.000725425188958069
"Solyc05g053610.2.1",0.000333119787855432
"Solyc08g075400.2.1",0.127191964181521
"Solyc12g009930.1.1",6.3475024936291e-09
"Solyc08g069020.1.1",5.17952823225222e-07
"Solyc01g098160.2.1",0.166576424423342
"Solyc02g067030.2.1",3.88812295535927e-05
"Solyc11g018500.1.1",1
"Solyc12g099900.1.1",4.76905448096377e-05
"Solyc03g093380.1.1",1
"Solyc04g012020.1.1",0.00101000387560764
"Solyc05g056260.2.1",0.390697265382915
"Solyc03g025790.2.1",1
"Solyc04g074550.2.1",8.72441734764471e-05
"Solyc05g056570.2.1",0.524689968657901
"Solyc02g081980.2.1",0.000476509999367567
"Solyc01g104230.2.1",0.0313953964376823
"Solyc02g093790.2.1",1
"Solyc04g056570.2.1",9.6865362167166e-06
"Solyc05g013390.1.1",0.0318350427810521
"Solyc08g082690.2.1",1.38369337481612e-05
"Solyc03g119420.2.1",0.229430847229393
"Solyc05g005080.2.1",0.0187517467865238
"Solyc07g021450.1.1",1.11894680532430e-05
"Solyc05g008540.2.1",0.291586436560469
"Solyc09g089730.2.1",4.44734554847499e-08
"Solyc04g078840.2.1",6.09133128569693e-05
"Solyc11g071490.1.1",0.00518810982418851
"Solyc01g079650.2.1",0.00278489742932644
"Solyc01g066040.2.1",0.174328718495088
"Solyc05g056110.2.1",0.00062427338623243
"Solyc12g014600.1.1",6.99174236608401e-05
"Solyc01g103150.2.1",1
"Solyc04g011490.2.1",1
"Solyc02g032970.2.1",0.895080893842324
"Solyc02g091880.2.1",1
"Solyc09g072870.2.1",0.432668889993895
"Solyc12g009820.1.1",0.000159243861334388
"Solyc10g084700.1.1",1
"Solyc02g067680.1.1",1
"Solyc08g048290.2.1",0.00652341294014704
"Solyc03g116170.2.1",0.00366075390877782
"Solyc11g007900.1.1",2.26008653549992e-05
"Solyc11g007930.1.1",0.452735596202192
"Solyc09g014220.2.1",0.0164018715968083
"Solyc06g036780.2.1",0.0496451185352307
"Solyc09g091760.1.1",0.304624823983595
"Solyc04g052970.1.1",7.6967693726283e-05
"Solyc04g025440.2.1",0.114901997995225
"Solyc03g112320.2.1",0.118498176766302
"Solyc08g081250.2.1",7.95207349267004e-07
"Solyc09g009220.2.1",1
"Solyc02g070630.2.1",1
"Solyc06g064570.2.1",1
"Solyc03g005170.2.1",1
"Solyc02g082300.2.1",0.246323378908614
"Solyc03g114050.2.1",0.174896177403201
"Solyc08g081910.2.1",0.0882045924105954
"Solyc08g079110.2.1",1.78245628612239e-08
"Solyc12g042530.1.1",0.0141243460410657
"Solyc10g080920.1.1",1
"Solyc11g005040.1.1",1
"Solyc01g089850.2.1",0.0895905280097767
"Solyc09g091820.2.1",0.86344818706875
"Solyc05g007240.1.1",1
"Solyc04g080620.2.1",1
"Solyc01g091630.2.1",1
"Solyc12g005400.1.1",0.00918824709999153
"Solyc06g060630.1.1",3.75265531528925e-07
"Solyc06g051950.2.1",0.386900109024018
"Solyc12g014250.1.1",0.0440474646765163
"Solyc11g012810.1.1",0.785197252034227
"Solyc01g060470.2.1",0.000145720044366767
"Solyc11g072380.1.1",1
"Solyc06g074190.2.1",0.34009279717774
"Solyc11g056310.1.1",1
"Solyc11g009050.1.1",4.17134720316626e-05
"Solyc07g054460.2.1",6.69459264768903e-05
"Solyc07g054340.1.1",0.0345893119489705
"Solyc03g114750.2.1",0.0195139570423893
"Solyc07g062550.2.1",0.0109361926489243
"Solyc10g079610.1.1",0.00552760251870538
"Solyc07g063140.1.1",1
"Solyc06g065390.2.1",1
"Solyc12g006240.1.1",0.287974887570498
"Solyc12g088370.1.1",0.000640285056236112
"Solyc02g087980.2.1",0.407779831013651
"Solyc01g100020.2.1",0.183517045888690
"Solyc07g054110.2.1",1
"Solyc04g049450.2.1",0.175655638623127
"Solyc01g088630.1.1",1
"Solyc11g018490.1.1",0.151034286309125
"Solyc12g096460.1.1",0.000310363826421508
"Solyc03g026130.2.1",1.50451229588473e-06
"Solyc09g092560.2.1",0.00176344436946489
"Solyc08g081520.1.1",1
"Solyc06g075090.2.1",6.53729234130914e-05
"Solyc05g012250.1.1",1
"Solyc06g065490.2.1",0.00298696563796579
"Solyc01g057000.2.1",0.0149352223927717
"Solyc05g005680.2.1",0.0395654319067014
"Solyc12g049030.1.1",4.81155675209567e-05
"Solyc06g053180.2.1",0.304057553906717
"Solyc03g079970.1.1",1.23382620546789e-11
"Solyc04g017710.2.1",1
"Solyc03g058930.2.1",0.00699561936031516
"Solyc01g091570.2.1",1
"Solyc06g051300.2.1",0.129721233369567
"Solyc07g053890.2.1",0.00111431419241554
"Solyc11g005600.1.1",1
"Solyc04g064650.1.1",0.108474793372473
"Solyc07g064760.1.1",1
"Solyc04g008570.2.1",1
"Solyc01g094800.2.1",1
"Solyc12g019410.1.1",1
"Solyc01g098040.2.1",0.0878578598810652
"Solyc04g082760.2.1",0.00640904437311563
"Solyc03g115630.2.1",1
"Solyc06g053740.2.1",0.0162191792636247
"Solyc02g088090.1.1",0.0131454808027051
"Solyc09g082980.2.1",0.0446937289700528
"Solyc08g074530.1.1",1.49247894216560e-06
"Solyc03g080170.2.1",0.871044239581173
"Solyc03g019800.2.1",0.00314713622005589
"Solyc01g111900.2.1",1
"Solyc12g006040.1.1",1
"Solyc05g009700.2.1",0.000654609074321057
"Solyc01g109150.2.1",2.24067346737605e-05
"Solyc07g052830.2.1",1
"Solyc01g008950.2.1",0.0273465857864951
"Solyc08g029200.2.1",1
"Solyc02g067160.2.1",1
"Solyc06g071680.2.1",0.00583270483017573
"Solyc11g066390.1.1",6.50593779416326e-06
"Solyc03g115280.1.1",1
"Solyc09g008000.2.1",0.00454959801676231
"Solyc06g062400.1.1",0.490750765583003
"Solyc06g065100.2.1",9.13558338304776e-05
"Solyc12g095890.1.1",0.135491111891767
"Solyc01g006130.2.1",1.19834657153591e-07
"Solyc05g007170.2.1",1
"Solyc04g009050.2.1",3.52471232244599e-05
"Solyc05g015840.2.1",0.0961309295493199
"Solyc12g005100.1.1",1
"Solyc03g098240.2.1",1.82927322589321e-07
"Solyc10g084000.1.1",1
"Solyc02g071730.2.1",1.42577993507073e-09
"Solyc11g068660.1.1",0.321535668980704
"Solyc04g077330.2.1",3.49955002295253e-05
"Solyc07g042010.2.1",0.401600791825196
"Solyc03g079910.2.1",1
"Solyc02g077710.1.1",0.000471310485751063
"Solyc01g005270.2.1",1
"Solyc00g006830.2.1",0.00295646696559076
"Solyc05g014030.2.1",0.00545949695344583
"Solyc12g042760.1.1",2.93223052634838e-09
"Solyc01g067660.2.1",8.79152765445623e-07
"Solyc11g045120.1.1",0.635409800672689
"Solyc12g044310.1.1",0.00785549329964474
"Solyc09g010610.1.1",0.692581803829715
"Solyc06g050840.2.1",1
"Solyc09g090140.2.1",0.0703493060914129
"Solyc01g081430.2.1",0.0267589444656749
"Solyc06g048450.2.1",1.39174916484421e-07
"Solyc06g061200.1.1",1
"Solyc03g119920.1.1",0.000369016623543996
"Solyc04g050520.2.1",0.00372535310734015
"Solyc03g122090.2.1",1
"Solyc02g071060.2.1",1
"Solyc10g055710.1.1",0.00497257942223102
"Solyc06g084020.2.1",0.0456565873136085
"Solyc01g101120.2.1",0.0187893041271164
"Solyc05g010710.1.1",8.40184992973493e-05
"Solyc04g014520.1.1",0.00158138515063173
"Solyc01g107390.2.1",7.55959197471763e-05
"Solyc04g076430.2.1",0.00912234013816872
"Solyc05g054640.2.1",0.0468362541037621
"Solyc04g050960.2.1",1.84251032777206e-05
"Solyc09g098290.2.1",4.85992090805283e-07
"Solyc07g062290.2.1",1
"Solyc03g112620.2.1",1
"Solyc08g006040.2.1",1.37392401725561e-05
"Solyc11g068990.1.1",0.0491327731595529
"Solyc03g113460.1.1",0.000311112281952069
"Solyc04g049910.2.1",1
"Solyc03g115690.1.1",0.00549657129339431
"Solyc02g080150.1.1",0.264523719240937
"Solyc12g021310.1.1",1
"Solyc08g067150.2.1",2.23867134965942e-07
"Solyc02g067250.1.1",0.0233963936515842
"Solyc03g026300.2.1",0.323432307906587
"Solyc01g081250.2.1",1.01612981594454e-08
"Solyc01g088200.2.1",0.161575440015847
"Solyc11g005050.1.1",1
"Solyc04g080520.1.1",0.176301656771256
"Solyc05g050920.2.1",0.241237698996013
"Solyc05g050610.1.1",0.84698910427125
"Solyc11g044260.1.1",1.83590812274137e-08
"Solyc12g099110.1.1",0.0820047969393103
"Solyc03g046440.1.1",1
"Solyc12g099990.1.1",0.375079959536060
"Solyc05g011930.2.1",0.00780994543223888
"Solyc02g081520.2.1",1
"Solyc02g062610.2.1",3.52653825344127e-07
"Solyc06g071260.2.1",1
"Solyc06g066530.1.1",0.526386954785093
"Solyc11g069690.1.1",0.563508323297687
"Solyc12g096780.1.1",1
"Solyc08g067790.2.1",2.01889238124768e-09
"Solyc02g077170.1.1",0.0385852134749459
"Solyc02g065180.2.1",1
"Solyc10g008230.1.1",0.0230292814526288
"Solyc08g082230.2.1",1
"Solyc08g075770.2.1",0.640902906597094
"Solyc10g078630.1.1",1
"Solyc08g006690.1.1",0.0202942197350416
"Solyc08g006420.2.1",1
"Solyc04g009960.2.1",1
"Solyc08g080400.1.1",1
"Solyc04g074670.2.1",1
"Solyc09g009900.2.1",0.0327726050053803
"Solyc01g057850.2.1",0.631470305413145
"Solyc01g111260.2.1",1.3643888329466e-06
"Solyc10g018600.1.1",5.2504299139368e-05
"Solyc09g018430.2.1",0.0654881372457074
"Solyc12g094610.1.1",0.00989672446533045
"Solyc11g006380.1.1",0.0043685309873881
"Solyc02g082860.2.1",0.271441541439308
"Solyc01g109700.2.1",0.000188453602295367
"Solyc01g087230.2.1",0.208483506577597
"Solyc11g011770.1.1",0.150878059293413
"Solyc08g014430.2.1",1
"Solyc11g005570.1.1",1
"Solyc09g083060.2.1",2.04657956730124e-06
"Solyc09g075420.2.1",5.48930083474929e-08
"Solyc11g068680.1.1",1
"Solyc07g007580.2.1",0.224409139159814
"Solyc11g072230.1.1",0.113357033394900
"Solyc04g074960.2.1",1
"Solyc09g059970.2.1",1
"Solyc01g106390.2.1",0.000632462043148112
"Solyc07g039510.2.1",5.70831720076967e-06
"Solyc02g068200.1.1",1
"Solyc12g011430.1.1",5.65028629585593e-06
"Solyc04g051660.2.1",1
"Solyc10g080220.1.1",0.113176350024413
"Solyc09g008840.2.1",3.79992461535331e-07
"Solyc01g100920.2.1",0.000318566341115361
"Solyc12g042700.1.1",4.00068940587408e-05
"Solyc09g065000.2.1",0.271898564243420
"Solyc02g094290.1.1",1
"Solyc01g110310.2.1",1
"Solyc04g057830.1.1",1
"Solyc02g094310.1.1",1
"Solyc03g117200.2.1",1
"Solyc01g006010.2.1",0.0531495132359318
"Solyc05g015050.2.1",0.00759827577192761
"Solyc03g051770.2.1",0.000298680843536102
"Solyc03g061590.2.1",0.0536229831838989
"Solyc03g122240.2.1",0.000636688689054396
"Solyc12g098520.1.1",3.0344684567544e-05
"Solyc12g038080.1.1",1
"Solyc06g005000.2.1",0.000773281064419153
"Solyc01g096680.2.1",0.0565297152853454
"Solyc03g096830.2.1",1
"Solyc01g009750.2.1",1
"Solyc08g082100.2.1",1
"Solyc02g088470.1.1",0.0175777955393683
"Solyc12g008460.1.1",0.00825002501869672
"Solyc03g005410.2.1",0.0920106257322686
"Solyc11g011120.1.1",0.0806232049789273
"Solyc10g079510.1.1",0.00065662858710999
"Solyc07g066610.2.1",0.00059147030469889
"Solyc03g111190.1.1",1
"Solyc12g010480.1.1",0.355019170370532
"Solyc02g091450.2.1",0.536069722170525
"Solyc09g031650.2.1",1
"Solyc11g040150.1.1",3.65423217052836e-05
"Solyc03g113720.2.1",0.626895517885499
"Solyc03g080080.2.1",7.91231095142933e-07
"Solyc11g006580.1.1",1
"Solyc10g086150.1.1",2.15849212129933e-07
"Solyc02g092340.2.1",1
"Solyc04g009060.2.1",1
"Solyc04g008760.1.1",1
"Solyc01g096740.2.1",0.759620869410532
"Solyc04g049940.2.1",1
"Solyc12g099430.1.1",1.70832160508918e-05
"Solyc02g094550.2.1",1
"Solyc03g026070.2.1",0.0151044190432500
"Solyc02g092410.2.1",0.131677456346545
"Solyc06g059800.2.1",1
"Solyc05g010300.2.1",0.072734907012775
"Solyc03g112350.2.1",0.0705340573589458
"Solyc11g017200.1.1",0.0234747709738508
"Solyc03g031790.1.1",1
"Solyc05g010680.1.1",1
"Solyc01g065700.2.1",5.92347016740347e-07
"Solyc02g063060.2.1",0.260967472105148
"Solyc02g093210.2.1",0.542244077685916
"Solyc04g005420.2.1",0.0150348520621636
"Solyc01g088240.2.1",0.0707167212903294
"Solyc06g051980.2.1",0.00485947503394518
"Solyc02g062510.2.1",0.194388075762124
"Solyc11g071910.1.1",1.43840047210458e-06
"Solyc03g098450.2.1",0.00015011789799151
"Solyc07g065540.1.1",0.681419916072158
"Solyc07g063630.2.1",0.00030552175374894
"Solyc04g080280.2.1",0.0127423373148551
"Solyc10g077110.1.1",1
"Solyc05g056040.2.1",0.415935124337101
"Solyc01g111920.2.1",0.0252915587114347
"Solyc09g055940.2.1",1
"Solyc04g045340.2.1",0.000908877962324349
"Solyc04g007180.1.1",0.00065358590748062
"Solyc11g068470.1.1",0.764725136823943
"Solyc02g088270.2.1",0.116018204908373
"Solyc10g080020.1.1",0.218530975169873
"Solyc05g007100.2.1",1
"Solyc09g011880.2.1",1
"Solyc11g066560.1.1",1
"Solyc03g005060.2.1",6.10618311000964e-07
"Solyc12g056930.1.1",0.000183575291174394
"Solyc06g068160.2.1",0.170738384438728
"Solyc01g008990.2.1",1
"Solyc08g075210.1.1",2.71240295003572e-14
"Solyc05g026480.1.1",1
"Solyc02g082870.2.1",1.27019451103368e-05
"Solyc03g043920.2.1",1
"Solyc02g092620.2.1",0.00282579510769127
"Solyc01g107870.2.1",0.000116186022332250
"Solyc07g066280.2.1",9.63816862231627e-05
"Solyc03g034410.1.1",0.0384335870617708
"Solyc06g051320.2.1",0.0168953747281483
"Solyc12g044710.1.1",0.530224567492488
"Solyc03g111570.2.1",1
