"","spe"
"Solyc05g013990.2.1",7.75442790226518e-07
"Solyc07g008610.1.1",1
"Solyc01g100040.2.1",9.40650826446758e-10
"Solyc12g005910.1.1",1
"Solyc08g041820.2.1",4.43277738757604e-11
"Solyc07g045530.1.1",0.229682940239348
"Solyc04g082810.2.1",1
"Solyc12g009450.1.1",0.830661989468269
"Solyc08g005720.2.1",1.40821751981222e-05
"Solyc08g082570.2.1",0.00204765531629972
"Solyc02g083600.2.1",0.206977396424118
"Solyc05g013540.1.1",0.452487033725242
"Solyc12g010920.1.1",1
"Solyc02g084240.2.1",0.00370123134358699
"Solyc03g005420.1.1",0.000190671541172981
"Solyc02g065790.2.1",0.0389089017296956
"Solyc04g076110.2.1",0.117683039118455
"Solyc03g115820.2.1",8.31005463860289e-05
"Solyc06g051190.1.1",1
"Solyc11g006360.1.1",0.0415522722974901
"Solyc12g013690.1.1",4.9613279068137e-10
"Solyc09g064240.2.1",0.00116224932626343
"Solyc09g082520.2.1",0.000203199476080249
"Solyc01g098110.2.1",0.148360687367605
"Solyc03g031700.2.1",1.03381204059520e-05
"Solyc04g078930.2.1",8.9114331137653e-12
"Solyc10g078340.1.1",0.750296368887626
"Solyc02g069270.2.1",0.608569651541918
"Solyc02g078130.2.1",0.000951490368106994
"Solyc11g069580.1.1",0.0330541368942454
"Solyc07g056390.2.1",1
"Solyc02g085430.2.1",0.880175797466029
"Solyc11g011260.1.1",0.00257856580515384
"Solyc11g010910.1.1",0.967595081375801
"Solyc12g015850.1.1",1
"Solyc03g043910.2.1",1
"Solyc03g097490.2.1",1
"Solyc12g049520.1.1",1
"Solyc08g076110.2.1",1
"Solyc10g085140.1.1",0.00262951198382623
"Solyc01g058000.2.1",9.291714374888e-06
"Solyc01g111800.2.1",0.000659802392282521
"Solyc01g080280.2.1",5.20659419354966e-06
"Solyc08g079640.1.1",1
"Solyc10g005000.2.1",0.0117310672471017
"Solyc03g115380.1.1",0.000135455216591414
"Solyc06g083720.1.1",8.99864127160668e-05
"Solyc04g078140.2.1",0.000640285056236112
"Solyc11g010550.1.1",0.00508570969748289
"Solyc01g105100.2.1",1
"Solyc10g007420.2.1",1.31205763685234e-07
"Solyc10g005500.2.1",0.000296061276985879
"Solyc03g111950.2.1",4.89658036733197e-11
"Solyc04g081330.2.1",1
"Solyc09g007270.2.1",1
"Solyc07g008160.2.1",1.73805096553205e-07
"Solyc10g052510.1.1",2.17428703280982e-08
"Solyc11g069260.1.1",0.00325285462528822
"Solyc03g006430.2.1",1
"Solyc02g093290.2.1",0.0169912731910043
"Solyc03g031440.2.1",1
"Solyc01g080890.2.1",1
"Solyc02g070310.2.1",0.409361534960773
"Solyc05g013440.2.1",0.00181613812256073
"Solyc08g082310.2.1",0.107727395121086
"Solyc04g007400.2.1",4.37446246129818e-06
"Solyc03g044470.2.1",4.74699794093741e-06
"Solyc01g005800.2.1",0.635345171072801
"Solyc09g008990.2.1",0.63580036268374
"Solyc01g007590.2.1",1
"Solyc08g075670.1.1",0.798593922034239
"Solyc01g105720.2.1",0.260631168643968
"Solyc01g008550.2.1",3.88726805137115e-10
"Solyc03g096870.2.1",0.000432600459512807
"Solyc08g079370.1.1",5.20009879409153e-05
"Solyc05g015490.2.1",2.32807735623964e-08
"Solyc12g010590.1.1",1
"Solyc03g119330.2.1",0.201127931145727
"Solyc01g006610.1.1",1.36258400860899e-06
"Solyc02g078330.2.1",0.229682940239348
"Solyc02g079510.2.1",1
"Solyc02g081960.2.1",0.0076235018648722
"Solyc01g096990.2.1",0.337361372700042
"Solyc05g053470.2.1",8.10033530327443e-07
"Solyc04g082130.2.1",0.979443291482423
"Solyc09g074370.2.1",0.707059643754848
"Solyc11g045050.1.1",1
"Solyc02g021590.2.1",1.11881106474523e-06
"Solyc08g008480.2.1",0.248768249088633
"Solyc08g068270.2.1",0.0172337095994820
"Solyc07g062270.2.1",0.0873866818694762
"Solyc05g051310.1.1",1
"Solyc03g007850.1.1",0.322690388134647
"Solyc02g089320.2.1",0.605600320805724
"Solyc04g080700.2.1",7.26078450206881e-05
"Solyc01g009500.2.1",0.000773727938349734
"Solyc09g064450.2.1",0.0646202754889883
"Solyc12g010880.1.1",1
"Solyc09g064920.2.1",5.10971468772199e-10
"Solyc08g007300.1.1",0.000529585062776967
"Solyc03g118670.2.1",0.381097890921447
"Solyc06g062890.2.1",1.85713184940244e-07
"Solyc02g088660.2.1",0.625806606681359
"Solyc07g054500.2.1",1
"Solyc02g083580.2.1",0.454310856827421
"Solyc09g020140.2.1",0.000884743729354403
"Solyc08g006710.2.1",1
"Solyc06g034220.2.1",1
"Solyc01g091600.2.1",1
"Solyc10g005090.2.1",0.0292157501618083
"Solyc08g061960.2.1",0.00727387314937939
"Solyc06g061180.1.1",0.0106788991414302
"Solyc09g014770.2.1",0.840634005199826
"Solyc03g045060.2.1",1
"Solyc09g098090.2.1",8.80794185032383e-07
"Solyc07g043160.1.1",0.403852382345029
"Solyc05g048800.1.1",0.00613357758235045
"Solyc08g080920.2.1",5.6650390993089e-05
"Solyc04g078620.2.1",0.618221331990737
"Solyc01g097070.2.1",0.604260833829162
"Solyc11g027830.1.1",0.00352675803081565
"Solyc09g092140.2.1",1
"Solyc06g083800.2.1",0.00292385781136057
"Solyc01g068250.2.1",1
"Solyc04g082050.2.1",6.57902066203369e-09
"Solyc02g082180.2.1",4.55523535424079e-06
"Solyc02g091100.2.1",0.0327961199561683
"Solyc03g114710.2.1",4.06361393594329e-06
"Solyc03g025440.2.1",1
"Solyc06g053850.2.1",0.849144297691384
"Solyc02g081810.2.1",1.49256557035069e-10
"Solyc10g009000.2.1",1.84647100819816e-09
"Solyc02g089380.1.1",1
"Solyc05g008090.2.1",0.300120836950844
"Solyc09g059290.2.1",0.237483823618715
"Solyc03g097050.2.1",0.0535090205377697
"Solyc01g104030.2.1",2.13827086573412e-05
"Solyc03g112780.1.1",0.740159107282488
"Solyc10g078530.1.1",0.156213535103745
"Solyc07g066260.2.1",1
"Solyc04g049010.2.1",0.479837407425838
"Solyc06g060340.2.1",1
"Solyc12g056900.1.1",0.00347851613514347
"Solyc12g017530.1.1",0.770904759844993
"Solyc03g117990.1.1",4.15038830503693e-09
"Solyc11g006020.1.1",3.10732134360129e-05
"Solyc05g050820.2.1",0.494171279406263
"Solyc07g041770.1.1",1
"Solyc11g056360.1.1",0.0445037911487252
"Solyc06g066310.2.1",0.0736867914270273
"Solyc10g083740.1.1",7.55264703154224e-06
"Solyc05g007300.2.1",1
"Solyc03g033580.2.1",0.329578965683269
"Solyc09g064870.2.1",2.10532230426037e-08
"Solyc04g015070.2.1",0.00331303742210388
"Solyc02g072170.2.1",1
"Solyc02g091360.1.1",0.0132421966691486
"Solyc04g049970.2.1",1
"Solyc06g072370.2.1",0.0997621945656228
"Solyc12g010540.1.1",3.76493197943934e-05
"Solyc06g063320.2.1",1
"Solyc11g006880.1.1",9.15052728487687e-07
"Solyc06g083420.1.1",1
"Solyc01g109060.2.1",0.98300963336633
"Solyc03g121180.2.1",5.74512710268699e-06
"Solyc04g054220.2.1",6.32331186651057e-05
"Solyc11g069450.1.1",0.102360800122021
"Solyc02g089310.1.1",1
"Solyc09g015080.2.1",0.0654953951000633
"Solyc04g064710.2.1",0.000112201151445523
"Solyc11g065870.1.1",4.26137641253173e-06
"Solyc07g064820.1.1",7.88939132871025e-05
"Solyc01g087040.2.1",1.96253685469935e-06
"Solyc01g097920.2.1",1.69790600970361e-05
"Solyc03g114020.2.1",6.81042534284696e-06
"Solyc09g020190.2.1",0.0129040811405731
"Solyc03g118330.1.1",0.0213963481642448
"Solyc04g005310.2.1",0.498140788196458
"Solyc06g069570.2.1",0.00921773628427612
"Solyc08g005450.1.1",0.229360188836254
"Solyc02g089360.2.1",0.175697523703348
"Solyc11g066060.1.1",1.24352882587312e-08
"Solyc09g098130.1.1",0.00236172445399186
"Solyc07g042390.1.1",0.000255441990802281
"Solyc02g021000.2.1",5.73119085426652e-07
"Solyc04g051400.1.1",1
"Solyc00g247300.2.1",0.00174533908328591
"Solyc08g061290.2.1",1
"Solyc03g019730.2.1",0.57300411880146
"Solyc05g056230.2.1",0.229426629417735
"Solyc12g099310.1.1",0.000880734645510277
"Solyc10g081510.1.1",0.00455062573736841
"Solyc10g012170.2.1",0.716475541995296
"Solyc10g051200.1.1",0.00017679561308847
"Solyc06g066440.2.1",1
"Solyc12g009150.1.1",0.000234113488352953
"Solyc01g098090.2.1",0.00149183126691682
"Solyc12g009340.1.1",1
"Solyc11g005100.1.1",1
"Solyc09g072830.2.1",0.000395795068424191
"Solyc05g051730.1.1",0.0171733033134033
"Solyc06g082370.2.1",0.00103515963333477
"Solyc12g088680.1.1",1.69545003075546e-05
"Solyc08g082020.2.1",1
"Solyc03g120610.2.1",1
"Solyc10g081030.1.1",0.338181684541005
"Solyc01g006640.1.1",3.04583455600068e-11
"Solyc02g092990.1.1",5.89675057585892e-05
"Solyc04g008690.2.1",0.193680222580822
"Solyc06g083040.2.1",4.65472734127363e-07
"Solyc08g063040.2.1",0.282920200782032
"Solyc02g081510.1.1",0.131325337535085
"Solyc08g066420.1.1",8.54913303560726e-06
"Solyc01g097230.2.1",1
"Solyc07g021490.1.1",3.99194622698214e-17
"Solyc04g080960.2.1",1.14692851895724e-05
"Solyc03g006780.2.1",1.33419476124870e-09
"Solyc03g098000.2.1",1
"Solyc09g065630.2.1",0.0539226297365189
"Solyc06g084270.2.1",6.27176809518679e-07
"Solyc07g054810.1.1",0.105636762392495
"Solyc12g094640.1.1",5.85104554765505e-05
"Solyc01g091730.2.1",0.0212953868035772
"Solyc09g075570.1.1",0.0580411577323915
"Solyc01g090340.2.1",1.09780799230565e-07
"Solyc11g012710.1.1",0.151375503548975
"Solyc08g076180.2.1",0.000941908807607654
"Solyc02g077460.1.1",0.000567747783299127
"Solyc04g079380.1.1",0.813887903148326
"Solyc04g072500.1.1",1
"Solyc12g005480.1.1",1
"Solyc12g042210.1.1",0.0364924077564297
"Solyc01g112350.2.1",1
"Solyc04g077990.2.1",0.000204755048978472
"Solyc06g051390.2.1",0.00158130753257504
"Solyc01g091220.2.1",0.0144817797897588
"Solyc07g062150.2.1",0.00546294462139619
"Solyc02g085000.2.1",0.00877018600094498
"Solyc10g054720.1.1",0.278278922241468
"Solyc08g077740.1.1",0.360328626600963
"Solyc03g097130.2.1",2.51600181609011e-05
"Solyc08g061250.2.1",1
"Solyc12g036250.1.1",0.00160587410392656
"Solyc09g007290.2.1",0.000496838398054772
"Solyc12g094440.1.1",2.25392965422311e-05
"Solyc03g097250.2.1",0.110777804592101
"Solyc03g114480.2.1",0.0104674057515673
"Solyc12g096560.1.1",1
"Solyc09g090230.1.1",1
"Solyc06g051570.2.1",0.0322843789948612
"Solyc05g053250.2.1",1.38014961450179e-06
"Solyc02g081830.2.1",0.0732067830119714
"Solyc08g080550.1.1",0.0322283175466577
"Solyc05g052920.2.1",0.0196781026672601
"Solyc08g028870.1.1",1
"Solyc00g136560.2.1",0.00735611191108077
"Solyc08g074420.2.1",1
"Solyc12g014120.1.1",0.934252838685114
"Solyc08g078090.1.1",0.0046577481546698
"Solyc02g093710.1.1",0.00287304696231408
"Solyc07g065120.2.1",4.03908040789108e-05
"Solyc03g062850.1.1",0.00253499016272601
"Solyc05g025600.1.1",0.0442833836362007
"Solyc04g011540.2.1",0.000421800694112602
"Solyc08g067900.2.1",1
"Solyc10g083970.1.1",0.00907845068154534
"Solyc09g005570.2.1",1
"Solyc11g069310.1.1",0.0327458445489581
"Solyc04g051190.2.1",3.50041667725384e-06
"Solyc03g116330.2.1",7.75936956922492e-08
"Solyc06g052050.2.1",1
"Solyc02g063070.2.1",0.0609163997990989
"Solyc02g071720.2.1",0.136997494566206
"Solyc09g047910.2.1",0.617183673186993
"Solyc07g045140.2.1",1.66251679391100e-06
"Solyc03g118130.2.1",0.000430951543768633
"Solyc03g112790.2.1",1
"Solyc06g068340.1.1",1
"Solyc01g109500.2.1",8.24823005093122e-06
"Solyc06g007640.2.1",5.68098015482971e-07
"Solyc10g079120.1.1",0.104020371787081
"Solyc03g119940.2.1",1
"Solyc03g096290.2.1",1
"Solyc03g119140.2.1",1
"Solyc01g073960.2.1",1
"Solyc02g081180.1.1",3.05162299263448e-06
"Solyc03g118240.2.1",0.0676192625067149
"Solyc07g006590.1.1",0.705926337480378
"Solyc02g068240.2.1",1.10994068943486e-08
"Solyc09g090090.1.1",1
"Solyc01g110500.2.1",0.0558765782267437
"Solyc11g020230.1.1",0.00201903425388987
"Solyc06g076240.1.1",1
"Solyc08g076340.2.1",0.0505238988197652
"Solyc07g055330.2.1",0.0624788217814526
"Solyc10g086690.1.1",2.08041828444536e-05
"Solyc01g079490.2.1",1
"Solyc05g006590.2.1",0.321811571854145
"Solyc02g089460.1.1",0.589734982272841
"Solyc01g111570.2.1",0.00154461880504210
"Solyc00g316530.1.1",1
"Solyc06g008840.2.1",1
"Solyc12g056080.1.1",1.05490245330069e-07
"Solyc02g091470.2.1",0.131832987082067
"Solyc06g006040.1.1",3.96571498408929e-09
"Solyc03g095410.2.1",0.081937391084673
"Solyc01g009270.1.1",1
"Solyc10g039430.1.1",0.460773627513201
"Solyc06g059720.2.1",6.27883115866843e-13
"Solyc02g014090.2.1",0.0435030886839685
"Solyc05g007470.2.1",4.38799919469502e-14
"Solyc01g098170.2.1",1
"Solyc01g094700.2.1",0.00970734098835288
"Solyc04g005550.1.1",2.42038095899854e-06
"Solyc04g007110.2.1",0.546087798283084
"Solyc01g060170.2.1",0.0666335239553396
"Solyc08g008030.2.1",0.501999110344511
"Solyc02g071210.2.1",8.23424927011877e-08
"Solyc04g049080.2.1",1
"Solyc02g078590.1.1",1
"Solyc05g040040.1.1",1
"Solyc03g045090.2.1",0.0893573195820501
"Solyc02g092110.2.1",3.43224539924612e-08
"Solyc10g051050.1.1",0.0408570322270738
"Solyc08g006670.2.1",0.00341218039853183
"Solyc06g007430.1.1",3.72482091441287e-06
"Solyc03g112310.1.1",7.38061056121973e-06
"Solyc04g078320.2.1",1
"Solyc08g078380.2.1",1
"Solyc03g058940.2.1",0.785462111950358
"Solyc02g085300.2.1",1
"Solyc01g094200.2.1",1
"Solyc01g107780.2.1",2.69442608824133e-07
"Solyc02g085940.2.1",0.00207834974300175
"Solyc10g018160.1.1",0.0516972752307331
"Solyc06g063250.2.1",0.00421998977996958
"Solyc07g047720.2.1",1
"Solyc08g080250.2.1",1
"Solyc05g012550.2.1",0.0148345996674171
"Solyc08g041780.2.1",2.48963831628981e-06
"Solyc06g082170.2.1",0.257937924296450
"Solyc04g063230.2.1",3.06699160628460e-07
"Solyc07g008780.2.1",1
"Solyc02g067540.2.1",0.0100664138067430
"Solyc03g110980.2.1",0.299784952641792
"Solyc11g071670.1.1",1
"Solyc09g014350.2.1",0.223676341649947
"Solyc07g018340.2.1",0.193697913559234
"Solyc01g104370.2.1",0.204845717446866
"Solyc12g088820.1.1",9.00255733145873e-06
"Solyc01g067120.2.1",1.34771435950477e-05
"Solyc12g095860.1.1",0.132977760223866
"Solyc12g015970.1.1",0.184702653972453
"Solyc04g007830.2.1",1
"Solyc01g007940.2.1",0.748106615194321
"Solyc08g063130.2.1",0.00309258013245893
"Solyc07g064140.1.1",1
"Solyc02g070670.2.1",1.04371388845793e-05
"Solyc01g111030.1.1",2.10399520900524e-07
"Solyc02g092860.2.1",3.63801524065959e-16
"Solyc12g099220.1.1",2.57189797585491e-09
"Solyc09g090190.2.1",0.0284473337316826
"Solyc09g005120.2.1",1
"Solyc04g012120.2.1",0.0608118077151488
"Solyc11g069230.1.1",1
"Solyc08g006940.2.1",1
"Solyc01g096580.2.1",1.09349253999370e-05
"Solyc03g120820.2.1",1
"Solyc10g079460.1.1",0.677723949687561
"Solyc01g008080.2.1",0.854454023486077
"Solyc02g071990.2.1",0.69997978869158
"Solyc12g098670.1.1",0.00162503853318785
"Solyc02g086440.2.1",0.669180730869394
"Solyc01g006910.2.1",0.357494488571592
"Solyc02g092390.2.1",1
"Solyc10g079410.1.1",0.0362679216043313
"Solyc02g093620.1.1",0.00178840105801769
"Solyc03g096790.2.1",0.190773398943981
"Solyc05g014550.1.1",1
"Solyc08g006030.2.1",1
"Solyc01g107240.2.1",1
"Solyc01g107700.2.1",0.696211252520351
"Solyc04g079570.1.1",1
"Solyc08g079120.1.1",1
"Solyc10g079080.1.1",0.00154251076914048
"Solyc05g007740.1.1",0.0304454986091758
"Solyc04g009020.2.1",1
"Solyc05g013370.1.1",1
"Solyc04g012160.2.1",0.0823872949178971
"Solyc09g011970.1.1",0.0427566655725941
"Solyc09g005280.2.1",0.449727379422377
"Solyc10g050510.1.1",0.00435268468425298
"Solyc08g065800.1.1",7.17434800840117e-06
"Solyc04g014240.1.1",0.963366816820963
"Solyc12g098640.1.1",1.74520913854784e-09
"Solyc01g105130.2.1",8.72662716065577e-05
"Solyc00g128870.2.1",0.0668382923868253
"Solyc06g051760.2.1",4.66261841346858e-07
"Solyc02g077730.2.1",1
"Solyc05g008230.2.1",7.22807325674558e-05
"Solyc00g311230.2.1",1
"Solyc06g008870.2.1",2.33022741851168e-05
"Solyc10g084900.1.1",0.134046096004185
"Solyc09g075940.2.1",2.19718835528604e-09
"Solyc03g058910.2.1",9.34085120118494e-09
"Solyc01g096320.2.1",0.000139185409598648
"Solyc05g015310.2.1",0.000105122770402669
"Solyc02g067080.2.1",0.0147690158197246
"Solyc11g072150.1.1",0.566331289632427
"Solyc02g031830.1.1",1
"Solyc02g093000.2.1",0.0186903488401319
"Solyc02g077390.1.1",1
"Solyc09g075120.2.1",0.000504246165897299
"Solyc02g094400.2.1",3.73311209887284e-06
"Solyc08g021820.2.1",0.000793522429203388
"Solyc02g067150.2.1",0.0304429217642251
"Solyc10g074560.1.1",5.61165428544199e-08
"Solyc07g062880.2.1",0.0556940400324583
"Solyc10g086780.1.1",2.2536833257058e-06
"Solyc12g088730.1.1",0.000536897737111134
"Solyc06g073340.2.1",1
"Solyc05g009850.2.1",0.0324492268603549
"Solyc12g043120.1.1",1.41575357077506e-06
"Solyc02g065070.2.1",6.19841260895652e-08
"Solyc05g006960.2.1",0.243606433593666
"Solyc11g012160.1.1",0.00388800218758994
"Solyc05g017980.2.1",0.000111487506110175
"Solyc11g040120.1.1",5.08633706771118e-09
"Solyc03g082630.2.1",1
"Solyc02g063420.2.1",0.000114379005375152
"Solyc11g071540.1.1",1
"Solyc10g018590.1.1",0.0244378118311104
"Solyc08g067630.2.1",1.37690821102116e-12
"Solyc01g111550.2.1",0.23798440863529
"Solyc07g065200.2.1",0.119207747651511
"Solyc06g053430.2.1",1
"Solyc03g083510.2.1",0.000359848037875282
"Solyc10g080720.1.1",0.00129296701860985
"Solyc01g005640.2.1",1
"Solyc08g067910.2.1",0.60116289406253
"Solyc01g110440.2.1",3.80968124062136e-06
"Solyc02g071310.2.1",0.536160554856645
"Solyc06g063370.2.1",1
"Solyc12g096710.1.1",1
"Solyc04g011550.2.1",1.2825429553127e-08
"Solyc07g053720.2.1",3.62880846850224e-09
"Solyc01g100070.2.1",1
"Solyc04g015440.2.1",4.48529857805824e-05
"Solyc12g005690.1.1",1
"Solyc02g062140.2.1",0.105401350258186
"Solyc02g080560.1.1",0.532967281250823
"Solyc10g074570.1.1",1
"Solyc06g061240.2.1",0.00175435904738994
"Solyc06g074000.1.1",0.23645962292990
"Solyc09g091280.2.1",7.77332468759809e-10
"Solyc11g008000.1.1",0.000620004127894643
"Solyc06g071170.2.1",1
"Solyc02g081660.2.1",0.122480118123622
"Solyc04g082310.2.1",0.541831867533456
"Solyc06g074070.2.1",0.00118387394088903
"Solyc02g093750.2.1",0.0386704101986786
"Solyc06g008880.2.1",0.00756918370750705
"Solyc03g097860.1.1",0.0347563696292919
"Solyc05g007160.2.1",1
"Solyc12g013530.1.1",0.0151044190432500
"Solyc11g044470.1.1",1
"Solyc01g096570.2.1",7.14772083090358e-05
"Solyc12g056200.1.1",1
"Solyc09g098310.2.1",1
"Solyc09g009570.1.1",0.53049640448473
"Solyc01g111600.2.1",0.116635911550659
"Solyc02g084600.2.1",1
"Solyc05g053900.2.1",0.0125614385689370
"Solyc09g008250.2.1",0.225425353285290
"Solyc07g040910.2.1",1
"Solyc01g108960.1.1",2.36192240763507e-08
"Solyc03g006410.2.1",0.00126562546847553
"Solyc02g068380.2.1",1
"Solyc10g075160.1.1",1.57809421956828e-05
"Solyc05g005670.1.1",0.00482534530941461
"Solyc03g083770.1.1",7.96735560017226e-05
"Solyc01g066710.2.1",1
"Solyc02g030170.2.1",0.000213794270431817
"Solyc02g068610.1.1",0.00610637370595937
"Solyc07g055120.2.1",0.0180828010481745
"Solyc09g075270.1.1",1
"Solyc02g080510.1.1",0.266997406193457
"Solyc07g052490.2.1",1
"Solyc05g056030.2.1",1
"Solyc09g011010.2.1",1
"Solyc01g067210.2.1",1
"Solyc09g090450.1.1",0.000507662169462445
"Solyc03g110990.1.1",1
"Solyc05g041990.1.1",1
"Solyc03g116150.2.1",0.00524659308986592
"Solyc07g055780.2.1",0.129711511804584
"Solyc03g007750.2.1",0.00891552987731055
"Solyc01g105240.2.1",0.00113840649002777
"Solyc07g040950.2.1",0.000467106231097913
"Solyc03g118140.2.1",1
"Solyc03g034010.2.1",1
"Solyc09g010190.2.1",0.00235152302975124
"Solyc02g087380.1.1",0.0365005638564202
"Solyc06g050810.2.1",0.0394563488523614
"Solyc12g056510.1.1",0.00016277286712615
"Solyc02g065530.2.1",0.0087480922332413
"Solyc07g019670.2.1",7.73935173553173e-05
"Solyc02g069440.2.1",1
"Solyc03g118910.1.1",0.000405778413668835
"Solyc02g072140.1.1",1
"Solyc10g008270.2.1",0.0872173362670086
"Solyc02g014450.1.1",1
"Solyc08g067420.2.1",1
"Solyc07g056140.2.1",0.0770774135903749
"Solyc08g082410.2.1",0.297566106897286
"Solyc11g005550.1.1",0.000777720115327815
"Solyc02g080320.2.1",1.78057091201276e-06
"Solyc05g054850.1.1",0.0548486018799357
"Solyc10g078950.1.1",2.37673894617106e-08
"Solyc04g080870.1.1",0.341198359743586
"Solyc09g091480.2.1",0.933577978797624
"Solyc01g010950.2.1",0.000846597829811318
"Solyc02g087060.2.1",3.35047625342077e-08
"Solyc04g074690.2.1",0.340073193626322
"Solyc03g007740.2.1",1
"Solyc05g012340.2.1",1
"Solyc10g005570.1.1",0.239295091818996
"Solyc09g010130.2.1",0.0158161836882153
"Solyc07g066020.2.1",1.71975119839632e-08
"Solyc01g096190.2.1",0.000132336281409737
"Solyc03g093970.2.1",0.550193751290213
"Solyc06g007960.2.1",0.0113037628715982
"Solyc11g011530.1.1",1
"Solyc07g025210.1.1",0.00292079479219552
"Solyc12g096330.1.1",1
"Solyc05g055240.2.1",0.211808999089081
"Solyc10g079730.1.1",0.221059322821728
"Solyc09g089560.2.1",0.978233959588186
"Solyc08g077220.2.1",0.000318892390422304
"Solyc02g084790.2.1",1
"Solyc06g083890.2.1",9.20203388845496e-05
"Solyc01g109830.2.1",0.00447023412985058
"Solyc06g072620.2.1",1
"Solyc08g008230.2.1",1
"Solyc01g106440.2.1",1
"Solyc06g066160.2.1",0.0446204615341770
"Solyc01g099670.2.1",0.130982866131939
"Solyc05g008920.2.1",3.73311209887284e-06
"Solyc04g080860.1.1",0.733845090763136
"Solyc12g088290.1.1",8.86083133421308e-05
"Solyc04g008500.2.1",2.69393750411723e-06
"Solyc05g005510.2.1",1
"Solyc08g016170.2.1",3.62034159127039e-10
"Solyc03g063200.2.1",0.501999110344511
"Solyc01g014290.1.1",5.77910550344585e-06
"Solyc04g012010.2.1",1
"Solyc11g006500.1.1",6.20957348848683e-05
"Solyc12g057030.1.1",0.00180332053977815
"Solyc07g063200.1.1",0.103659105630345
"Solyc03g083050.2.1",1
"Solyc06g073740.2.1",1
"Solyc03g120230.2.1",1
"Solyc07g054090.2.1",0.137843217359532
"Solyc03g118310.2.1",1.23732421125337e-08
"Solyc06g074840.2.1",1
"Solyc05g018490.2.1",1
"Solyc02g088690.2.1",0.000618081057366202
"Solyc09g090160.2.1",0.00140783964190299
"Solyc06g082120.2.1",0.0137412313226717
"Solyc06g036000.2.1",0.152199370000889
"Solyc08g060920.2.1",0.000462176042426376
"Solyc01g107930.2.1",0.912341275232928
"Solyc02g023980.2.1",0.000734648194993897
"Solyc04g074100.2.1",0.0137153598956842
"Solyc06g069790.2.1",1
"Solyc02g030250.2.1",0.00127633580124503
"Solyc04g074720.2.1",1
"Solyc05g050460.1.1",0.518866671121908
"Solyc04g007270.2.1",0.0402407579306975
"Solyc06g050790.2.1",5.03330523579296e-06
"Solyc07g021120.1.1",0.00296046106904372
"Solyc03g007610.2.1",1
"Solyc07g043310.2.1",0.857734183215575
"Solyc03g119340.2.1",1
"Solyc08g013730.2.1",0.473516621157879
"Solyc02g065600.2.1",1
"Solyc03g033300.1.1",1
"Solyc09g090940.2.1",0.163271373755808
"Solyc05g009500.2.1",2.05801847299428e-08
"Solyc11g068950.1.1",2.74848745772607e-07
"Solyc02g086270.2.1",3.30799394318711e-05
"Solyc11g043210.1.1",2.68474057788225e-05
"Solyc10g084800.1.1",0.787309553113663
"Solyc11g006710.1.1",0.000318645502751266
"Solyc12g068070.1.1",1
"Solyc06g036130.2.1",0.0850522281348764
"Solyc07g065810.2.1",1
"Solyc02g068500.2.1",0.229007491481936
"Solyc02g078670.2.1",0.158850191273177
"Solyc10g050160.1.1",0.116756192076264
"Solyc01g105560.2.1",1.5218475528857e-10
"Solyc04g014900.2.1",1.13291966992549e-07
"Solyc12g006000.1.1",2.44520771193766e-09
"Solyc07g062920.2.1",1
"Solyc02g069110.2.1",6.1287453373408e-12
"Solyc05g006440.2.1",1
"Solyc00g027770.2.1",1
"Solyc07g008180.2.1",0.000240126996614430
"Solyc01g101140.2.1",1
"Solyc07g065160.2.1",0.00338274792420702
"Solyc02g091770.1.1",8.57271689523163e-06
"Solyc09g083260.2.1",0.0131973611844952
"Solyc02g087760.2.1",0.00285480426293682
"Solyc07g014650.2.1",0.000320281754899514
"Solyc03g097910.2.1",8.77900923721667e-06
"Solyc02g086770.2.1",0.515476933964729
"Solyc06g072490.2.1",1.82582856697261e-10
"Solyc04g010290.2.1",0.000469082586621353
"Solyc05g050770.2.1",0.00051082165597636
"Solyc02g079500.2.1",0.276746495617346
"Solyc05g024160.2.1",7.95151601660562e-07
"Solyc09g007670.2.1",1
"Solyc07g047710.2.1",0.000563739059181607
"Solyc02g023970.2.1",4.62264561225645e-05
"Solyc10g055390.1.1",0.0569528824427082
"Solyc04g015940.2.1",0.000971664162972806
"Solyc12g043030.1.1",0.254372919817838
"Solyc12g036440.1.1",0.710243982959521
"Solyc03g121320.2.1",0.29004208325438
"Solyc07g041680.1.1",1
"Solyc11g072990.1.1",1
"Solyc04g014360.2.1",0.847864425041383
"Solyc04g052960.1.1",1.17490132784963e-05
"Solyc06g076860.2.1",0.00649683303707431
"Solyc02g076790.2.1",0.84550079153027
"Solyc10g081540.1.1",1
"Solyc08g042130.2.1",1
"Solyc02g067900.2.1",1
"Solyc06g074300.2.1",0.0353276964995252
"Solyc10g077030.1.1",0.170005111141350
"Solyc08g068810.2.1",0.096336494409304
"Solyc07g052340.2.1",0.212319776356106
"Solyc12g011330.2.1",0.221358328866927
"Solyc10g081140.1.1",0.00915318250620523
"Solyc04g007980.2.1",3.51119329799254e-13
"Solyc08g065430.2.1",6.35909303473143e-06
"Solyc02g078790.2.1",1
"Solyc06g050560.2.1",0.248997940645991
"Solyc01g109320.2.1",0.000543064270576342
"Solyc07g063340.2.1",1
"Solyc01g104880.2.1",0.428233293783205
"Solyc11g069170.1.1",0.00438269451545383
"Solyc11g045240.1.1",0.0691171077586156
"Solyc06g008340.2.1",0.00556909469936958
